"Lyme_disease","Borrelia","Erythema_chronicum_migrans","Fever","Ixodes","Lyme_disease_controversy","Headache","Delayed_onset_muscle_soreness","Ixodes_ricinus","Vaccine"
"5411.0","229.0","319.0","4379.0","55.0","8.0","1840.0","1135.0","46.0","2020.0"
"5663.0","250.0","292.0","4318.0","58.0","9.0","1979.0","1238.0","52.0","1898.0"
"5657.0","213.0","277.0","3847.0","59.0","14.0","1712.0","1148.0","41.0","1735.0"
"5165.0","211.0","288.0","3698.0","60.0","10.0","1806.0","966.0","38.0","1784.0"
"4015.0","175.0","236.0","3161.0","60.0","13.0","1674.0","734.0","33.0","1133.0"
"4370.0","165.0","260.0","3697.0","39.0","5.0","1766.0","890.0","45.0","1455.0"
"5283.0","253.0","343.0","4149.0","69.0","14.0","1955.0","1167.0","61.0","1610.0"
"5598.0","235.0","331.0","4246.0","64.0","13.0","2035.0","1069.0","51.0","1834.0"
"5497.0","287.0","316.0","4453.0","54.0","8.0","2049.0","1291.0","48.0","1760.0"
"5783.0","233.0","362.0","4270.0","56.0","12.0","1988.0","1237.0","42.0","1893.0"
"5356.0","243.0","313.0","4066.0","69.0","22.0","1920.0","1318.0","33.0","1730.0"
"3868.0","159.0","199.0","3014.0","36.0","10.0","1520.0","762.0","37.0","1083.0"
"4049.0","170.0","233.0","3261.0","42.0","12.0","1669.0","892.0","39.0","1224.0"
"5574.0","267.0","355.0","4489.0","66.0","15.0","2161.0","1289.0","50.0","1764.0"
"5675.0","235.0","316.0","4503.0","73.0","13.0","2098.0","1189.0","33.0","1850.0"
"5717.0","249.0","301.0","4267.0","59.0","14.0","1921.0","1206.0","47.0","1991.0"
"0.0","202.0","338.0","4216.0","0.0","0.0","0.0","1432.0","0.0","0.0"
"5000.0","196.0","272.0","3585.0","54.0","18.0","1942.0","1014.0","44.0","1641.0"
"3672.0","125.0","186.0","2765.0","38.0","6.0","1434.0","708.0","26.0","1025.0"
"4258.0","158.0","246.0","3388.0","44.0","7.0","1620.0","827.0","27.0","0.0"
"6253.0","210.0","358.0","4064.0","78.0","7.0","1930.0","1187.0","27.0","1794.0"
"6107.0","229.0","308.0","4169.0","68.0","11.0","1928.0","1161.0","50.0","1757.0"
"6695.0","280.0","365.0","4662.0","68.0","18.0","2173.0","1417.0","59.0","3220.0"
"7447.0","265.0","356.0","4624.0","52.0","14.0","2071.0","1251.0","49.0","3015.0"
"5835.0","179.0","316.0","3814.0","86.0","14.0","1764.0","974.0","47.0","2440.0"
"4464.0","162.0","233.0","3248.0","39.0","8.0","1723.0","740.0","33.0","2027.0"
"4515.0","137.0","225.0","3374.0","57.0","13.0","1887.0","832.0","45.0","1798.0"
"6224.0","189.0","311.0","4579.0","60.0","6.0","2247.0","1364.0","69.0","2443.0"
"6208.0","249.0","320.0","4904.0","68.0","12.0","2223.0","1207.0","56.0","2567.0"
"6672.0","228.0","353.0","5137.0","95.0","7.0","2298.0","1539.0","59.0","2350.0"
"6092.0","231.0","283.0","4657.0","67.0","4.0","2145.0","1379.0","44.0","2056.0"
"5811.0","209.0","327.0","4216.0","60.0","15.0","1961.0","1136.0","44.0","1934.0"
"4220.0","154.0","209.0","3344.0","57.0","18.0","1632.0","856.0","30.0","1254.0"
"4785.0","169.0","257.0","3856.0","66.0","7.0","1898.0","986.0","32.0","1459.0"
"6306.0","210.0","336.0","4534.0","68.0","5.0","2344.0","1212.0","55.0","2047.0"
"6520.0","247.0","375.0","4844.0","65.0","17.0","2371.0","1322.0","68.0","2350.0"
"6620.0","271.0","330.0","5148.0","100.0","13.0","2310.0","1615.0","50.0","2231.0"
"6070.0","261.0","347.0","4780.0","70.0","10.0","2310.0","1402.0","69.0","2355.0"
"5074.0","210.0","265.0","3921.0","60.0","9.0","1820.0","1120.0","32.0","1832.0"
"3947.0","178.0","232.0","3274.0","34.0","5.0","1745.0","862.0","47.0","1282.0"
"4745.0","195.0","274.0","3983.0","51.0","10.0","1954.0","1029.0","64.0","1616.0"
"6893.0","255.0","423.0","5102.0","95.0","7.0","2413.0","1262.0","47.0","2252.0"
"6663.0","250.0","330.0","5243.0","92.0","15.0","2290.0","1215.0","62.0","2272.0"
"6109.0","220.0","337.0","5282.0","82.0","11.0","2284.0","1366.0","72.0","2291.0"
"5971.0","284.0","330.0","4862.0","118.0","9.0","2249.0","1429.0","65.0","2428.0"
"5031.0","221.0","262.0","3882.0","79.0","13.0","1979.0","1040.0","52.0","1824.0"
"4159.0","169.0","218.0","3427.0","38.0","13.0","1843.0","878.0","55.0","1353.0"
"4382.0","146.0","258.0","3675.0","35.0","14.0","1792.0","994.0","63.0","1601.0"
"6356.0","223.0","358.0","4464.0","98.0","12.0","2403.0","1222.0","52.0","2060.0"
"6424.0","226.0","361.0","4867.0","73.0","14.0","2349.0","1275.0","65.0","2143.0"
"5134.0","238.0","266.0","4166.0","64.0","13.0","2030.0","1209.0","56.0","1877.0"
"4419.0","216.0","237.0","3991.0","49.0","17.0","2001.0","1087.0","53.0","1642.0"
"4215.0","173.0","203.0","3392.0","35.0","7.0","1809.0","892.0","50.0","1447.0"
"4227.0","143.0","223.0","3193.0","40.0","18.0","1748.0","876.0","43.0","1343.0"
"4777.0","167.0","238.0","3603.0","57.0","10.0","1917.0","1057.0","55.0","1537.0"
"6502.0","262.0","333.0","4904.0","71.0","12.0","2434.0","1360.0","49.0","2286.0"
"10048.0","256.0","391.0","4726.0","88.0","9.0","2483.0","1211.0","53.0","2377.0"
"7006.0","333.0","381.0","4420.0","63.0","16.0","2283.0","1387.0","66.0","2178.0"
"6324.0","246.0","324.0","4490.0","64.0","10.0","2317.0","1461.0","53.0","2117.0"
"6429.0","201.0","306.0","3938.0","58.0","15.0","2010.0","1127.0","31.0","1816.0"
"4466.0","151.0","241.0","3478.0","68.0","7.0","1820.0","910.0","60.0","1221.0"
"5562.0","183.0","269.0","3923.0","70.0","10.0","2054.0","1033.0","69.0","1650.0"
"6851.0","249.0","309.0","4610.0","75.0","17.0","2342.0","1305.0","48.0","2291.0"
"5907.0","309.0","334.0","4869.0","75.0","13.0","2188.0","1354.0","55.0","2233.0"
"6074.0","256.0","306.0","4667.0","65.0","74.0","2083.0","1425.0","46.0","2317.0"
"5853.0","253.0","335.0","4405.0","83.0","11.0","1979.0","1250.0","120.0","2183.0"
"5291.0","225.0","277.0","4688.0","61.0","12.0","1860.0","1047.0","38.0","1826.0"
"4332.0","202.0","225.0","3539.0","42.0","13.0","1639.0","876.0","34.0","1321.0"
"4190.0","174.0","239.0","4154.0","49.0","6.0","1815.0","908.0","48.0","1510.0"
"5385.0","218.0","336.0","4777.0","78.0","17.0","2069.0","1200.0","53.0","2197.0"
"5593.0","273.0","285.0","4986.0","89.0","10.0","2195.0","1147.0","43.0","2225.0"
"5167.0","206.0","272.0","4408.0","64.0","9.0","1940.0","1285.0","57.0","2176.0"
"5134.0","283.0","303.0","4252.0","67.0","15.0","1946.0","1176.0","34.0","1933.0"
"4415.0","158.0","259.0","3510.0","54.0","16.0","1687.0","902.0","40.0","1415.0"
"3119.0","99.0","185.0","3020.0","46.0","7.0","2278.0","709.0","26.0","1100.0"
"4071.0","145.0","200.0","3409.0","31.0","8.0","1581.0","760.0","32.0","1341.0"
"4535.0","204.0","256.0","4304.0","31.0","13.0","1869.0","934.0","54.0","1391.0"
"4626.0","177.0","263.0","3977.0","58.0","10.0","1898.0","1003.0","60.0","1579.0"
"4117.0","148.0","188.0","3791.0","44.0","4.0","1932.0","945.0","32.0","1553.0"
"4158.0","136.0","180.0","3450.0","30.0","7.0","1740.0","942.0","30.0","1195.0"
"222.0","7.0","11.0","194.0","1.0","0.0","91.0","45.0","2.0","56.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1334.0","38.0","68.0","1248.0","18.0","5.0","627.0","216.0","11.0","336.0"
"4076.0","126.0","172.0","3976.0","36.0","6.0","1673.0","706.0","38.0","1091.0"
"3938.0","140.0","183.0","4113.0","32.0","10.0","1742.0","922.0","23.0","1079.0"
"3938.0","128.0","194.0","3950.0","27.0","11.0","1783.0","1111.0","41.0","1153.0"
"3581.0","131.0","167.0","3684.0","42.0","28.0","2100.0","944.0","41.0","1040.0"
"3240.0","97.0","175.0","3244.0","14.0","9.0","1488.0","693.0","24.0","813.0"
"2783.0","91.0","137.0","3030.0","27.0","11.0","1474.0","676.0","18.0","1203.0"
"4126.0","190.0","203.0","4176.0","35.0","10.0","2101.0","1066.0","37.0","1184.0"
"4798.0","173.0","253.0","4674.0","38.0","7.0","2096.0","1072.0","40.0","1461.0"
"4758.0","200.0","271.0","4805.0","45.0","17.0","2049.0","1522.0","54.0","1678.0"
"4613.0","213.0","218.0","4723.0","49.0","14.0","2192.0","1693.0","38.0","1646.0"
"5022.0","213.0","263.0","4330.0","42.0","18.0","2050.0","1544.0","41.0","1672.0"
"3895.0","178.0","211.0","3675.0","35.0","4.0","2059.0","1240.0","27.0","1146.0"
"3931.0","200.0","212.0","3933.0","35.0","12.0","2547.0","1363.0","52.0","1509.0"
"5076.0","246.0","249.0","5070.0","48.0","9.0","2649.0","1714.0","64.0","1963.0"
"5064.0","218.0","263.0","4824.0","45.0","10.0","2308.0","1790.0","50.0","1845.0"
"5077.0","255.0","271.0","4879.0","59.0","8.0","2367.0","2989.0","48.0","2024.0"
"5245.0","246.0","260.0","5034.0","49.0","7.0","2886.0","2222.0","42.0","1957.0"
"4998.0","198.0","280.0","4158.0","41.0","12.0","2413.0","1778.0","40.0","1683.0"
"3865.0","148.0","209.0","3510.0","28.0","8.0","2331.0","1318.0","38.0","1190.0"
"3956.0","161.0","231.0","3932.0","32.0","9.0","2096.0","1402.0","52.0","1396.0"
"4620.0","193.0","263.0","4505.0","46.0","8.0","2471.0","1598.0","69.0","1790.0"
"5198.0","216.0","293.0","4896.0","45.0","12.0","2582.0","1641.0","50.0","1907.0"
"4741.0","148.0","186.0","4920.0","24.0","11.0","2154.0","1960.0","39.0","2189.0"
"4573.0","190.0","247.0","4582.0","36.0","7.0","2551.0","1888.0","68.0","1865.0"
"4673.0","211.0","233.0","4131.0","33.0","10.0","2122.0","1558.0","67.0","1715.0"
"4353.0","153.0","199.0","3650.0","31.0","11.0","1864.0","1323.0","56.0","1200.0"
"3834.0","173.0","211.0","3954.0","45.0","7.0","1937.0","1398.0","50.0","1368.0"
"4818.0","226.0","260.0","4875.0","50.0","15.0","2453.0","1615.0","66.0","1855.0"
"5070.0","217.0","268.0","4970.0","62.0","10.0","2411.0","1696.0","58.0","1968.0"
"7049.0","242.0","395.0","4996.0","57.0","17.0","2271.0","2029.0","74.0","2112.0"
"5654.0","235.0","290.0","4802.0","49.0","144.0","2374.0","2007.0","71.0","1985.0"
"5312.0","205.0","283.0","4464.0","47.0","87.0","2021.0","1680.0","39.0","1646.0"
"3725.0","125.0","185.0","3579.0","47.0","34.0","1747.0","1175.0","26.0","1040.0"
"4091.0","157.0","215.0","4144.0","66.0","30.0","2054.0","1311.0","57.0","1429.0"
"5243.0","212.0","292.0","5297.0","49.0","20.0","2450.0","1698.0","57.0","2040.0"
"5031.0","227.0","263.0","5156.0","38.0","20.0","2272.0","3438.0","48.0","1917.0"
"4793.0","200.0","303.0","5083.0","56.0","16.0","2157.0","2021.0","55.0","2006.0"
"5498.0","224.0","252.0","5958.0","69.0","16.0","2284.0","1915.0","81.0","2269.0"
"5412.0","177.0","277.0","4431.0","58.0","25.0","2018.0","1496.0","74.0","1805.0"
"4099.0","202.0","209.0","3730.0","62.0","27.0","1606.0","1213.0","52.0","1200.0"
"4626.0","189.0","225.0","4249.0","42.0","29.0","1920.0","1252.0","62.0","1390.0"
"5691.0","241.0","254.0","5317.0","70.0","27.0","2436.0","1567.0","80.0","1973.0"
"6003.0","197.0","312.0","5301.0","52.0","18.0","2355.0","1645.0","62.0","2008.0"
"5036.0","228.0","275.0","5294.0","45.0","24.0","2148.0","1686.0","68.0","1971.0"
"5004.0","231.0","258.0","5030.0","64.0","13.0","2045.0","1770.0","61.0","1888.0"
"4762.0","174.0","263.0","4531.0","34.0","18.0","1968.0","1475.0","69.0","1761.0"
"3792.0","152.0","212.0","4190.0","33.0","14.0","1854.0","1229.0","47.0","1260.0"
"3931.0","192.0","228.0","4365.0","33.0","7.0","1956.0","1280.0","47.0","2543.0"
"8430.0","275.0","403.0","5257.0","56.0","20.0","2576.0","1378.0","55.0","1788.0"
"6838.0","265.0","346.0","5151.0","52.0","12.0","2243.0","1489.0","61.0","1794.0"
"5603.0","218.0","293.0","5392.0","55.0","7.0","2269.0","1668.0","43.0","1943.0"
"5329.0","199.0","273.0","5311.0","43.0","13.0","2333.0","1739.0","56.0","1972.0"
"5346.0","178.0","283.0","6001.0","44.0","14.0","2353.0","1576.0","49.0","1699.0"
"4025.0","133.0","214.0","4180.0","49.0","6.0","1861.0","1139.0","59.0","1186.0"
"4493.0","144.0","246.0","4508.0","44.0","15.0","2297.0","1307.0","58.0","1341.0"
"5739.0","219.0","308.0","5242.0","57.0","12.0","2550.0","1500.0","63.0","1758.0"
"8896.0","224.0","335.0","5721.0","70.0","15.0","2516.0","1614.0","69.0","1996.0"
"5931.0","246.0","288.0","5668.0","55.0","16.0","2523.0","1762.0","46.0","2012.0"
"6216.0","276.0","328.0","5735.0","67.0","12.0","2612.0","1819.0","67.0","2041.0"
"5372.0","232.0","269.0","5016.0","46.0","14.0","2247.0","1571.0","51.0","1784.0"
"4301.0","222.0","247.0","4227.0","26.0","7.0","1958.0","1288.0","42.0","1165.0"
"4462.0","178.0","251.0","4529.0","35.0","6.0","2214.0","1365.0","42.0","1453.0"
"5737.0","254.0","300.0","5898.0","52.0","13.0","2635.0","1864.0","64.0","2045.0"
"6629.0","742.0","328.0","5864.0","71.0","27.0","2540.0","1785.0","73.0","2276.0"
"7789.0","508.0","398.0","5331.0","93.0","12.0","2602.0","1800.0","65.0","2052.0"
"7245.0","334.0","300.0","5189.0","56.0","12.0","2427.0","1789.0","81.0","1872.0"
"5591.0","254.0","264.0","4634.0","44.0","15.0","2174.0","1612.0","69.0","1698.0"
"4276.0","182.0","246.0","3971.0","35.0","7.0","1860.0","1116.0","42.0","1087.0"
"4471.0","195.0","276.0","4650.0","51.0","17.0","2246.0","1336.0","65.0","1401.0"
"5346.0","280.0","291.0","5498.0","63.0","13.0","2469.0","1611.0","52.0","2022.0"
"5557.0","241.0","318.0","5814.0","45.0","12.0","2603.0","1677.0","61.0","1916.0"
"5531.0","273.0","350.0","5784.0","56.0","11.0","2401.0","1861.0","58.0","1873.0"
"5351.0","230.0","300.0","5454.0","43.0","7.0","2232.0","1750.0","55.0","1848.0"
"5160.0","226.0","268.0","5192.0","49.0","13.0","2099.0","1562.0","46.0","1617.0"
"3686.0","134.0","229.0","4044.0","41.0","15.0","1728.0","1114.0","41.0","1022.0"
"4349.0","176.0","235.0","4563.0","53.0","4.0","2018.0","1283.0","47.0","1338.0"
"5680.0","220.0","288.0","5543.0","59.0","13.0","2289.0","1558.0","65.0","1772.0"
"5836.0","263.0","326.0","5787.0","71.0","8.0","2199.0","1351.0","75.0","1803.0"
"5195.0","212.0","362.0","4932.0","50.0","19.0","2217.0","1432.0","62.0","1877.0"
"5061.0","226.0","319.0","4023.0","59.0","15.0","1944.0","1497.0","69.0","1842.0"
"4601.0","191.0","296.0","3451.0","58.0","15.0","1600.0","1106.0","63.0","1578.0"
"4016.0","155.0","263.0","3126.0","35.0","9.0","1492.0","941.0","57.0","1043.0"
"4281.0","177.0","282.0","3176.0","57.0","11.0","1551.0","1015.0","73.0","1212.0"
"7230.0","346.0","466.0","4180.0","117.0","6.0","2051.0","1449.0","112.0","1883.0"
"6549.0","232.0","375.0","4498.0","82.0","12.0","1884.0","1359.0","98.0","1822.0"
"6306.0","270.0","358.0","4055.0","83.0","9.0","1787.0","1482.0","83.0","1849.0"
"5293.0","237.0","339.0","3888.0","70.0","9.0","1689.0","1348.0","85.0","1653.0"
"5942.0","203.0","327.0","3047.0","71.0","11.0","1437.0","1139.0","72.0","1516.0"
"4036.0","113.0","243.0","2475.0","56.0","11.0","1283.0","844.0","45.0","975.0"
"9158.0","191.0","462.0","3040.0","75.0","16.0","1541.0","1072.0","88.0","1324.0"
"7332.0","285.0","453.0","3971.0","97.0","16.0","1925.0","1570.0","125.0","1799.0"
"6600.0","237.0","423.0","3764.0","108.0","10.0","1858.0","1266.0","101.0","1674.0"
"6569.0","259.0","421.0","3668.0","80.0","11.0","1892.0","1339.0","99.0","1986.0"
"8763.0","241.0","497.0","3330.0","109.0","16.0","1753.0","1362.0","130.0","1632.0"
"5399.0","209.0","344.0","5492.0","71.0","11.0","1578.0","1161.0","81.0","1610.0"
"4313.0","167.0","280.0","7918.0","55.0","4.0","1441.0","935.0","56.0","1099.0"
"7308.0","168.0","367.0","2831.0","59.0","7.0","1444.0","925.0","94.0","1117.0"
"7603.0","232.0","470.0","3620.0","89.0","19.0","1885.0","1334.0","120.0","1665.0"
"6320.0","227.0","417.0","3699.0","100.0","13.0","1852.0","1333.0","88.0","1840.0"
"6161.0","203.0","384.0","3421.0","93.0","12.0","1736.0","1377.0","93.0","1620.0"
"5863.0","167.0","346.0","3065.0","81.0","14.0","1551.0","1216.0","60.0","1591.0"
"6696.0","170.0","380.0","2806.0","69.0","10.0","1419.0","1102.0","74.0","1157.0"
"4249.0","127.0","272.0","2281.0","55.0","10.0","1384.0","916.0","89.0","904.0"
"4538.0","129.0","267.0","2770.0","56.0","8.0","1415.0","944.0","88.0","1034.0"
"6355.0","197.0","389.0","3400.0","64.0","19.0","1796.0","1126.0","83.0","1555.0"
"6887.0","287.0","435.0","3762.0","99.0","15.0","1831.0","1249.0","97.0","1761.0"
"6659.0","263.0","395.0","3525.0","76.0","13.0","1704.0","1353.0","78.0","1669.0"
"5934.0","204.0","334.0","3434.0","87.0","16.0","1785.0","1399.0","93.0","1672.0"
"8883.0","176.0","373.0","2931.0","91.0","20.0","1628.0","1201.0","74.0","1417.0"
"6440.0","162.0","330.0","2725.0","77.0","11.0","1427.0","974.0","79.0","1272.0"
"6423.0","188.0","387.0","2946.0","74.0","9.0","1571.0","1116.0","76.0","1243.0"
"8106.0","252.0","486.0","3733.0","79.0","15.0","1831.0","1379.0","101.0","1925.0"
"7357.0","271.0","439.0","3845.0","124.0","25.0","1867.0","1396.0","104.0","1924.0"
"7632.0","295.0","476.0","4164.0","122.0","19.0","1828.0","1407.0","101.0","1920.0"
"8006.0","312.0","448.0","4124.0","112.0","25.0","1709.0","1448.0","117.0","1898.0"
"8898.0","302.0","488.0","3816.0","94.0","28.0","1667.0","1252.0","104.0","1880.0"
"5643.0","189.0","300.0","2906.0","76.0","17.0","1320.0","939.0","76.0","1882.0"
"6217.0","213.0","435.0","3465.0","68.0","10.0","1543.0","1050.0","107.0","1607.0"
"8397.0","256.0","501.0","4515.0","105.0","26.0","2094.0","2078.0","146.0","2208.0"
"7601.0","266.0","445.0","4193.0","90.0","18.0","1850.0","1444.0","129.0","2123.0"
"7199.0","321.0","485.0","4218.0","109.0","29.0","1754.0","1366.0","119.0","2129.0"
"7230.0","266.0","382.0","4136.0","98.0","26.0","1767.0","1349.0","106.0","2164.0"
"6829.0","247.0","421.0","3731.0","89.0","26.0","1535.0","1170.0","93.0","1820.0"
"5549.0","173.0","291.0","2956.0","67.0","15.0","1316.0","804.0","74.0","1128.0"
"6531.0","213.0","343.0","3501.0","84.0","11.0","1520.0","1066.0","115.0","1450.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10150.0","278.0","515.0","4212.0","120.0","16.0","1940.0","1342.0","145.0","2069.0"
"9824.0","313.0","464.0","4242.0","131.0","21.0","1707.0","1417.0","157.0","2105.0"
"10097.0","322.0","492.0","4166.0","89.0","22.0","1817.0","1470.0","118.0","2086.0"
"7988.0","300.0","414.0","3534.0","102.0","29.0","1662.0","1206.0","122.0","1666.0"
"6534.0","187.0","410.0","3227.0","55.0","16.0","1514.0","1029.0","93.0","1299.0"
"6580.0","201.0","398.0","3287.0","98.0","11.0","1688.0","1134.0","139.0","1371.0"
"10263.0","349.0","611.0","4349.0","142.0","28.0","2188.0","1705.0","156.0","2205.0"
"9983.0","368.0","604.0","4449.0","119.0","17.0","2258.0","1633.0","179.0","2337.0"
"9278.0","366.0","524.0","4435.0","139.0","17.0","2115.0","1843.0","138.0","2278.0"
"8854.0","781.0","558.0","3776.0","96.0","35.0","1990.0","1763.0","174.0","1885.0"
"8737.0","666.0","484.0","3549.0","113.0","19.0","1910.0","1437.0","120.0","1716.0"
"6431.0","272.0","348.0","2842.0","68.0","9.0","1622.0","1071.0","107.0","1142.0"
"6878.0","293.0","446.0","3174.0","95.0","11.0","1724.0","1333.0","124.0","1270.0"
"9921.0","384.0","570.0","4150.0","151.0","26.0","2141.0","1615.0","129.0","1871.0"
"10965.0","774.0","652.0","4182.0","140.0","35.0","2155.0","1475.0","171.0","2165.0"
"9926.0","590.0","573.0","3861.0","121.0","32.0","1983.0","1609.0","152.0","1885.0"
"9464.0","430.0","555.0","4833.0","110.0","37.0","1969.0","1568.0","159.0","1900.0"
"8551.0","304.0","504.0","3356.0","92.0","16.0","1841.0","1302.0","141.0","1634.0"
"8398.0","218.0","416.0","2832.0","91.0","22.0","1904.0","1050.0","101.0","1038.0"
"8535.0","214.0","479.0","3054.0","94.0","14.0","1705.0","1189.0","125.0","1346.0"
"11389.0","366.0","562.0","3934.0","178.0","16.0","2157.0","1523.0","154.0","2013.0"
"10961.0","349.0","614.0","3891.0","134.0","21.0","2077.0","1442.0","180.0","1811.0"
"11258.0","338.0","619.0","4115.0","154.0","19.0","2031.0","1624.0","171.0","2044.0"
"9611.0","326.0","547.0","4007.0","114.0","20.0","2061.0","1541.0","163.0","2088.0"
"9175.0","286.0","560.0","3598.0","71.0","19.0","1986.0","1233.0","105.0","1650.0"
"6840.0","281.0","433.0","3325.0","83.0","12.0","1639.0","1017.0","108.0","1083.0"
"7585.0","240.0","435.0","3763.0","96.0","18.0","1776.0","1159.0","131.0","1395.0"
"8881.0","273.0","550.0","4344.0","118.0","21.0","2036.0","1392.0","177.0","1786.0"
"11379.0","320.0","755.0","4714.0","201.0","31.0","2139.0","1470.0","161.0","2036.0"
"10265.0","341.0","732.0","4707.0","130.0","24.0","2092.0","1683.0","145.0","2080.0"
"9993.0","290.0","675.0","4467.0","107.0","7.0","2001.0","1583.0","138.0","1862.0"
"8659.0","244.0","565.0","4025.0","123.0","24.0","1793.0","1337.0","116.0","1485.0"
"7402.0","204.0","544.0","3494.0","95.0","11.0","1627.0","1175.0","113.0","1097.0"
"7653.0","258.0","471.0","3928.0","74.0","10.0","1745.0","1292.0","150.0","1289.0"
"9856.0","286.0","627.0","4189.0","145.0","15.0","2224.0","1441.0","139.0","1689.0"
"10137.0","295.0","680.0","4957.0","126.0","19.0","2178.0","1574.0","157.0","1797.0"
"9069.0","278.0","612.0","4411.0","108.0","15.0","2068.0","1752.0","107.0","1832.0"
"8903.0","282.0","639.0","4385.0","103.0","14.0","2008.0","1756.0","124.0","2369.0"
"8786.0","265.0","569.0","4045.0","112.0","17.0","1960.0","1435.0","146.0","1496.0"
"6614.0","206.0","435.0","3430.0","86.0","8.0","1621.0","1100.0","138.0","1101.0"
"7713.0","226.0","457.0","3612.0","94.0","13.0","1755.0","1199.0","131.0","1240.0"
"10017.0","300.0","759.0","4447.0","127.0","22.0","2132.0","1531.0","171.0","1687.0"
"10055.0","266.0","693.0","4478.0","89.0","19.0","3146.0","2112.0","146.0","1808.0"
"8914.0","294.0","639.0","4531.0","99.0","9.0","2191.0","4781.0","155.0","1726.0"
"9409.0","299.0","579.0","4555.0","66.0","22.0","2101.0","2300.0","117.0","1795.0"
"7984.0","225.0","542.0","4060.0","84.0","9.0","1806.0","1744.0","104.0","1456.0"
"7009.0","224.0","488.0","3753.0","75.0","13.0","1789.0","1336.0","105.0","1195.0"
"7282.0","235.0","504.0","3883.0","89.0","14.0","1895.0","1445.0","144.0","1222.0"
"10361.0","306.0","708.0","4606.0","120.0","19.0","2391.0","1662.0","159.0","1644.0"
"10729.0","291.0","755.0","4747.0","140.0","7.0","2346.0","1602.0","143.0","1924.0"
"9595.0","284.0","612.0","4400.0","106.0","18.0","2011.0","1795.0","142.0","1752.0"
"11867.0","325.0","694.0","4279.0","125.0","24.0","2075.0","1814.0","145.0","1663.0"
"9648.0","227.0","641.0","3895.0","99.0","30.0","1869.0","1563.0","85.0","1282.0"
"7517.0","225.0","472.0","3546.0","87.0","16.0","1540.0","1242.0","87.0","989.0"
"7986.0","202.0","462.0","3720.0","73.0","9.0","1780.0","1296.0","156.0","1240.0"
"10500.0","307.0","678.0","4539.0","110.0","14.0","2226.0","1631.0","156.0","1624.0"
"10250.0","304.0","708.0","4715.0","81.0","13.0","2045.0","1627.0","149.0","1853.0"
"9721.0","259.0","655.0","4468.0","79.0","18.0","1880.0","1755.0","109.0","1778.0"
"9114.0","193.0","604.0","4489.0","75.0","23.0","1841.0","1631.0","119.0","1801.0"
"8347.0","202.0","537.0","3950.0","87.0","14.0","1700.0","1296.0","135.0","1396.0"
"6468.0","196.0","412.0","3548.0","66.0","6.0","1513.0","996.0","103.0","1162.0"
"6970.0","189.0","488.0","3797.0","58.0","7.0","1648.0","1185.0","94.0","1138.0"
"9058.0","312.0","653.0","4342.0","100.0","18.0","1893.0","1568.0","114.0","1541.0"
"9468.0","280.0","652.0","4473.0","69.0","20.0","1945.0","1420.0","121.0","1509.0"
"8242.0","236.0","554.0","4323.0","99.0","13.0","1844.0","1559.0","112.0","1480.0"
"8816.0","267.0","641.0","4470.0","106.0","15.0","1936.0","1554.0","102.0","1507.0"
"8962.0","290.0","615.0","4204.0","84.0","17.0","1640.0","1456.0","134.0","1363.0"
"6976.0","161.0","519.0","3864.0","77.0","13.0","1537.0","1143.0","76.0","1106.0"
"7099.0","216.0","514.0","3845.0","65.0","11.0","1639.0","1168.0","109.0","1072.0"
"11234.0","291.0","712.0","4897.0","84.0","19.0","2170.0","1587.0","147.0","1580.0"
"12592.0","319.0","644.0","4643.0","79.0","12.0","2076.0","1593.0","112.0","1496.0"
"9463.0","291.0","626.0","4535.0","83.0","15.0","2040.0","1641.0","144.0","1599.0"
"9368.0","287.0","575.0","4328.0","71.0","9.0","1915.0","1709.0","128.0","1571.0"
"8021.0","241.0","525.0","4175.0","74.0","17.0","1598.0","1428.0","93.0","1234.0"
"6765.0","197.0","435.0","3763.0","56.0","12.0","1467.0","1133.0","72.0","1008.0"
"7278.0","192.0","435.0","3919.0","61.0","5.0","1778.0","1214.0","75.0","1113.0"
"9848.0","271.0","640.0","4516.0","95.0","14.0","2082.0","1573.0","117.0","1596.0"
"9144.0","326.0","618.0","4543.0","73.0","12.0","2022.0","1537.0","109.0","1513.0"
"9471.0","246.0","587.0","5957.0","80.0","14.0","1920.0","1663.0","128.0","1509.0"
"8980.0","243.0","516.0","4188.0","86.0","11.0","1820.0","1674.0","112.0","1546.0"
"8668.0","227.0","553.0","3894.0","74.0","13.0","1805.0","1431.0","96.0","1336.0"
"6430.0","184.0","418.0","3325.0","146.0","7.0","1649.0","1130.0","107.0","1090.0"
"6250.0","177.0","409.0","3476.0","50.0","6.0","1718.0","1157.0","103.0","1081.0"
"8694.0","277.0","596.0","4327.0","76.0","8.0","1965.0","1441.0","97.0","1495.0"
"8807.0","262.0","655.0","4223.0","66.0","18.0","1961.0","1455.0","86.0","1634.0"
"8771.0","251.0","632.0","4478.0","104.0","9.0","1930.0","1826.0","158.0","1761.0"
"7992.0","264.0","542.0","4015.0","73.0","17.0","1833.0","1597.0","107.0","1524.0"
