Alabama,Alaska,Arizona,Arkansas,Colorado,Delaware,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Michigan,Missouri,Nebraska,New_Mexico,New_York,North_Carolina,Ohio,Oklahoma,Pennsylvania,Tennessee,Texas,Virginia,Bati_Virginia,Wyoming,Utah
0.0192721073,0.0514597464,0.0189052205,0.0272704103,0.0143405601,0.0312278211,0.0541249036,0.0297059715,0.0322356417,0.0466321244,0.0145509978,0.020630196,0.0198471038,0.0439057379,0.0243864674,0.0462674513,0.0408794229,0.0128586508,0.0305337457,0.0210017435,0.0225702889,0.0198823291,0.0419527717,0.0343821814,0.0194682221,0.0324974699,0.0454313425,0.0246242405,0.0170381758,0.0202459508
0.0224594174,0.0429076968,0.0167764825,0.0268031603,0.0149051491,0.0275214888,0.0555127217,0.0318278266,0.0330176384,0.0382969137,0.0144124169,0.0200143693,0.0208762129,0.0381314051,0.0347603933,0.0443059882,0.0279972518,0.0111313694,0.0293441193,0.0236963069,0.0230567176,0.0217082573,0.0296851449,0.0329680042,0.0235588213,0.0355335657,0.0466564574,0.0207067477,0.0122982321,0.0287942412
0.0193462308,0.0378944264,0.0182463254,0.0245518648,0.0158084914,0.0216859869,0.0530454896,0.0290997272,0.0298896516,0.0393106556,0.0174611973,0.0207328338,0.016612761,0.0395359725,0.0369280793,0.0351909542,0.0300583992,0.0091162077,0.0318819891,0.0183071802,0.0228621461,0.0148103064,0.0252888963,0.0312002828,0.0193167184,0.030923198,0.0482899438,0.0211864407,0.0101204202,0.0236952609
0.0212734416,0.0383367738,0.0191079574,0.0227678192,0.0224706414,0.0263386168,0.0587509638,0.0264726685,0.0351898514,0.0491101599,0.0156596452,0.0226829519,0.0232284622,0.0330333455,0.0383990091,0.0396907811,0.032978358,0.0088283274,0.0301372036,0.0231415438,0.0224730032,0.0255629945,0.0369703567,0.0427788581,0.0216650254,0.0355897897,0.0503318019,0.0212663895,0.0074301819,0.0232453509
0.014528204,0.0154821587,0.0298023315,0.0138900688,0.0135501355,0.0050469206,0.0471858134,0.0226331211,0.0152054914,0.0066456409,0.0175997783,0.0229908652,0.0231549544,0.037819279,0.0013935124,0.0160378447,0.0190656132,0.0126667306,0.0568641447,0.0104612458,0.0275318611,0.0007100832,0.0165382683,0.008838607,0.0375729111,0.0257505904,0.0306278714,0.0135913016,0.021906226,0.0308938212
0.0211251946,0,0.0248859605,0.0200917509,0.0120822042,0.0031543254,0.0461063994,0.0254622613,0.0262403337,0,0.024113082,0.016216771,0.0196265804,0.0299641055,0.0154834714,0.0340371524,0.0407076606,0.0238940601,0.0440954874,0.0190996988,0.0286992898,0.0024345709,0.0154915425,0.0152907902,0.0387849405,0.0288991342,0.0421643696,0.0073552926,0.0175506021,0.0287942412
0.039656067,0.0221173695,0.023720223,0.0241695693,0.0190831075,0.0029966091,0.0487278335,0.0268768314,0.0132070553,0.0166704213,0.0460088692,0.0105716925,0.0272713908,0.0205483015,0.0161802276,0.0226145148,0.0491240124,0.0186162556,0.0278372591,0.0176731653,0.033271719,0.0142016636,0.0230279685,0.0194449355,0.0544655708,0.0276622062,0.0559469117,0.006236009,0.0146041507,0.0721355729
0.046623675,0.0212326747,0.0328433857,0.0249766375,0.0245031617,0.0103304156,0.0732459522,0.0274830757,0.0225910157,0.0613876999,0.0385254989,0.0072872832,0.0324169362,0.0383394892,0.0047224588,0.0191531095,0.0412229474,0.0167930141,0.0244269966,0.0175146616,0.0230567176,0.0222154595,0.0287640261,0.0203287962,0.0517385047,0.0241763185,0.0358346095,0.0023185161,0.0179349219,0.0484403119
0.0587058039,0.0411383073,0.0334515966,0.0267182058,0.0293586269,0.0125384433,0.0621434079,0.0242497727,0.0221565731,0.0399864834,0.0185698448,0.0041055116,0.0354307557,0.03480206,0.0483084308,0.0468443521,0.0578838887,0.0191920161,0.0335474661,0.0237755587,0.0276291468,0.0194765673,0.0539273154,0.0334983207,0.0479509128,0.0264815023,0.0345074017,0.0147105852,0.0131949782,0.0326934613
0.0512193314,0.0833087585,0.0373035986,0.0512275932,0.0382791328,0.0149041874,0.0922127988,0.0385975548,0.0355374055,0.0568821807,0.0823170732,0.0104690547,0.0541017348,0.0303802736,0.0561275838,0.0441906081,0.0637238063,0.0279243835,0.081053216,0.0284514186,0.0508804358,0.0347940759,0.042287724,0.0444581934,0.0424967805,0.0441358372,0.0665645738,0.0363767189,0.0167819626,0.0424415117
0.0332073234,0.0841934533,0.0431829701,0.0595531391,0.0313911472,0.0332781326,0.1138010794,0.0509245226,0.0261534451,0.0290605992,0.0881374723,0.0346915734,0.0459423699,0.0457784945,0.0370054966,0.0374985577,0.0772930265,0.0241819403,0.1091284003,0.029402441,0.0434867205,0.0449381213,0.0567744096,0.0505568322,0.0687069161,0.0479590689,0.0933129148,0.0294211705,0.0238278248,0.0584883023
0.0349862872,0.0769684459,0.0406994425,0.0441763656,0.0334236676,0.0448702784,0.1019275251,0.0475901788,0.0391867234,0.0545167831,0.1130820399,0.0438263369,0.0568215231,0.0626853249,0.0290315089,0.0515749394,0.0759189282,0.0331062278,0.0969942105,0.0513552068,0.0472808639,0.0411848245,0.0612543962,0.0622237935,0.0521930157,0.0592038682,0.1263910158,0.048289095,0.0193440943,0.0952309538
0.0527018012,0.0868475376,0.0527622909,0.0509727296,0.0407633243,0.0374576138,0.1168851195,0.0450641609,0.0433573725,0.0560937148,0.1205654102,0.0761572411,0.0641723023,0.1011288561,0.0384764264,0.0758047767,0.0563380282,0.0332021879,0.0969149021,0.0611824378,0.0599280086,0.0452424427,0.0770390219,0.0525897119,0.0570411332,0.0695490835,0.0946401225,0.05068756,0.0165257494,0.0868326335
0.0561856052,0.0738720142,0.057273188,0.0490612522,0.0418925023,0.0462108667,0.1312259059,0.0574921693,0.0498740116,0.0676954269,0.1054600887,0.0770809812,0.0577036166,0.0483275243,0.0421924595,0.0775354794,0.1147372037,0.0543134056,0.0971528273,0.0649072753,0.0557447222,0.0516331913,0.0602495394,0.0714159448,0.0706764639,0.0685932756,0.0767738642,0.0852254557,0.0175506021,0.0538392322
0.0658957824,0.0533765851,0.0446021287,0.0481692295,0.0622177055,0.0421102437,0.165767155,0.0728503587,0.0563037623,0.0796350529,0.1651884701,0.0394129118,0.0500588062,0.0898402955,0.0479987613,0.0738433137,0.0968739265,0.0414547548,0.0801015148,0.0519892217,0.041151863,0.0525461554,0.0924886954,0.0607212303,0.082721006,0.0701675475,0.0816743236,0.0881835625,0.0187035614,0.100329934
0.0695278334,0.039663816,0.0501267106,0.0476595022,0.0560072267,0.0336724233,0.168234387,0.0438516722,0.0539577722,0.0749042577,0.0820399113,0.0315098019,0.0511614231,0.0639338293,0.0485406828,0.0554978655,0.0757471659,0.0295557048,0.0699500357,0.0555555556,0.0619710089,0.0494015013,0.0789649975,0.0668198692,0.0571926369,0.0647138199,0.0806533946,0.0749120563,0.0187035614,0.0598380324
0.0795345045,0.0591271012,0.0580841358,0.0797298445,0.0485546522,0.0379307626,0.1631457209,0.0497120339,0.0687288209,0.0746789818,0.0709534368,0.0358205891,0.0660099971,0.0997763096,0.0530308895,0.06495904,0.1011679835,0.0545053258,0.0672535491,0.0526232366,0.0694620099,0.0497058227,0.0691676436,0.0725649638,0.0559048557,0.078826043,0.0895354773,0.062120243,0.0272867025,0.0706358728
0.0822770736,0.0356826895,0.057475925,0.0684308895,0.0509259259,0.0413216623,0.1804163454,0.0764878246,0.0558693197,0.0655553052,0.0626385809,0.0721543672,0.0812996178,0.0994121625,0.0701401254,0.0627668167,0.0872552387,0.0437577968,0.094139107,0.0513552068,0.0650841522,0.0518360722,0.093326076,0.0702669259,0.079463677,0.0841673226,0.0973966309,0.0617204989,0.0322828593,0.0806838632
0.1041435031,0.0765260985,0.0515458692,0.0629937983,0.0535230352,0.0395079252,0.2098689283,0.0878043852,0.064905726,0.0583464744,0.0972838137,0.0508057067,0.0623346075,0.1025854445,0.0630951459,0.0954194069,0.1490896599,0.0479800403,0.116424776,0.0503249326,0.0816227259,0.0750659363,0.0861246022,0.0745094573,0.0667373684,0.0861913865,0.0959673303,0.0779501119,0.0463745837,0.0850329934
0.1219331406,0.0775582424,0.0616827167,0.0747175261,0.059168925,0.0542543963,0.1969159599,0.0811356977,0.0607350769,0.0522640234,0.1462028825,0.0686646823,0.0745369009,0.119804401,0.0649531625,0.0874581747,0.089831673,0.0593992899,0.1063526053,0.0521477255,0.0890164413,0.0686751877,0.0972617652,0.0654056921,0.079463677,0.1103114809,0.1095456866,0.116645347,0.0503458878,0.0919316137
0.1085909125,0.1287230905,0.0545362392,0.0819386628,0.0679765131,0.0535446731,0.2157286045,0.0800242498,0.063081067,0.0984455959,0.0841186253,0.0759519655,0.0881358424,0.1316651927,0.0617016335,0.0806507442,0.1458261766,0.0425103157,0.1156316916,0.0597559043,0.0972857282,0.0777033881,0.0893066488,0.0763655648,0.1146882812,0.12549196,0.114446146,0.0831467861,0.0511145273,0.0608878224
0.1528426358,0.1545266883,0.0658895084,0.1086993458,0.0724932249,0.0861919407,0.2016962221,0.0772961503,0.0644712833,0.115904483,0.0722006652,0.0582982654,0.0983534255,0.1312490246,0.0685917783,0.0969193493,0.1449673652,0.0304193456,0.1149179158,0.0520684736,0.1055550151,0.0631974031,0.1164796516,0.0631076542,0.1155215514,0.1317890476,0.0996426748,0.064518708,0.0652062516,0.1520695861
0.1824179082,0.1511353583,0.0705524582,0.1004162773,0.1192411924,0.0866650895,0.2174248265,0.1672223906,0.0952298201,0.128069385,0.0855044346,0.1004823976,0.1617906498,0.2048587629,0.1040489278,0.1431868005,0.1724493301,0.0659245754,0.1048457451,0.073149469,0.1488471641,0.0861229458,0.1175263775,0.0882092982,0.1824104235,0.1781176206,0.1343542624,0.0639590662,0.0485523956,0.1373725255
0.2402342302,0.2407844294,0.0817536746,0.1050463002,0.1479223126,0.0788581342,0.2414803392,0.1572193594,0.1204274915,0.1299842307,0.1334534368,0.1374320025,0.1183475448,0.2219736774,0.0800495471,0.1373024114,0.2421848162,0.0717781403,0.1366484257,0.0759232842,0.1629535947,0.0947453845,0.1408892983,0.0896234753,0.1723354291,0.218711346,0.133741705,0.0988167573,0.0562387907,0.2146070786
0.4647542806,0.3466529047,0.107045109,0.2194800782,0.2609530262,0.0735746392,0.3424826523,0.2763463676,0.1911547485,0.1993692273,0.2706485588,0.250744124,0.3153484269,0.3783488529,0.0924363242,0.2854505596,0.4331844727,0.1758948278,0.2491870886,0.1219686163,0.2830041833,0.1782308785,0.2356807905,0.1447763832,0.3701234755,0.4196559091,0.2019397652,0.1566197634,0.1328465283,0.2820935813
0.5837966051,0.5688587437,0.1623416118,0.2753801716,0.3620144535,0.0854033594,0.4305319969,0.4779226028,0.3132331219,0.4179995494,0.4433203991,0.4200964795,0.4891208468,0.5248920564,0.1886660989,0.4490596516,0.7743043628,0.376163516,0.4377825363,0.2110477096,0.4465414924,0.2615134916,0.3313515324,0.2158387838,0.5100371184,0.5446418531,0.2733027055,0.2957307323,0.3653599795,0.5173965207
0.4669779853,0.6465644353,0.19401926,0.3870529267,0.3603206865,0.1448623926,0.4359290671,0.5547135496,0.3560691633,0.561049786,0.5124722838,0.3623114031,0.4799323728,0.4909223326,0.1940853139,0.4799815392,0.9441772587,0.3727089531,0.3982076295,0.2360912981,0.449168207,0.315175492,0.3664377826,0.2712568499,0.4756457844,0.5039356797,0.3355793772,0.3153181964,0.5056366897,0.5131973605
0.2715884664,0.5026540843,0.2379624937,0.3416447201,0.335704607,0.179796546,0.4037008481,0.5538041831,0.2650099922,0.3224825411,0.4693736142,0.3806835677,0.3804028227,0.3245591219,0.2209491368,0.3737163955,0.6885949845,0.3748200748,0.4934570545,0.2507528927,0.4155073451,0.2925542706,0.3459638252,0.2693123564,0.380577229,0.4857191049,0.3673302705,0.3106012152,0.4286446323,0.3555788842
