"date","Pertussis","Pathogenic_bacteria","Common_cold","Fever","Bordetella_pertussis","Airborne_disease","Pertussis_vaccine","Paroxysmal_attack","Syncope_(medicine)","Lymphocytosis"
"2011-05-04","2335.0","166.0","2711.0","3901.0","416.0","103.0","52.0","103.0","1640.0","333.0"
"2011-05-05","2426.0","148.0","2524.0","3633.0","372.0","106.0","41.0","123.0","1686.0","395.0"
"2011-05-06","2141.0","116.0","2340.0","3341.0","325.0","111.0","33.0","105.0","1659.0","367.0"
"2011-05-07","1636.0","98.0","1701.0","2775.0","200.0","64.0","27.0","92.0","1124.0","306.0"
"2011-05-08","1634.0","101.0","1901.0","3039.0","237.0","75.0","32.0","105.0","1309.0","229.0"
"2011-05-09","2553.0","144.0","2729.0","3700.0","422.0","142.0","54.0","116.0","1839.0","356.0"
"2011-05-10","2502.0","162.0","2869.0","3733.0","370.0","114.0","54.0","142.0","1826.0","385.0"
"2011-05-11","2416.0","167.0","2700.0","3761.0","363.0","163.0","68.0","117.0","1814.0","373.0"
"2011-05-12","2365.0","147.0","2420.0","3698.0","355.0","126.0","55.0","128.0","1738.0","386.0"
"2011-05-13","2117.0","135.0","2043.0","3062.0","257.0","84.0","71.0","118.0","1524.0","345.0"
"2011-05-14","1581.0","118.0","1633.0","2712.0","172.0","74.0","24.0","83.0","1210.0","214.0"
"2011-05-15","1779.0","103.0","2144.0","3350.0","242.0","84.0","29.0","109.0","1299.0","247.0"
"2011-05-16","2300.0","145.0","2662.0","3783.0","350.0","108.0","43.0","140.0","1852.0","427.0"
"2011-05-17","2487.0","190.0","2808.0","3669.0","341.0","117.0","63.0","118.0","1843.0","410.0"
"2011-05-18","2353.0","136.0","2739.0","3670.0","302.0","117.0","49.0","141.0","1937.0","380.0"
"2011-05-19","2133.0","150.0","2527.0","3682.0","354.0","103.0","43.0","123.0","1801.0","403.0"
"2011-05-20","1851.0","125.0","2300.0","3168.0","297.0","88.0","31.0","131.0","1703.0","288.0"
"2011-05-21","1243.0","78.0","1771.0","2509.0","197.0","75.0","29.0","91.0","1089.0","202.0"
"2011-05-22","1416.0","110.0","1895.0","3063.0","251.0","51.0","41.0","92.0","1338.0","228.0"
"2011-05-23","2256.0","143.0","2961.0","3764.0","389.0","113.0","46.0","141.0","2037.0","352.0"
"2011-05-24","2342.0","125.0","2966.0","3602.0","360.0","113.0","47.0","134.0","1811.0","375.0"
"2011-05-25","2314.0","122.0","2628.0","3556.0","322.0","108.0","46.0","130.0","1670.0","387.0"
"2011-05-26","2471.0","111.0","2486.0","3363.0","314.0","110.0","42.0","109.0","1706.0","395.0"
"2011-05-27","1877.0","137.0","2181.0","2839.0","227.0","91.0","34.0","80.0","1445.0","307.0"
"2011-05-28","1596.0","81.0","1629.0","2573.0","179.0","68.0","33.0","74.0","1118.0","202.0"
"2011-05-29","1577.0","95.0","1767.0","3492.0","171.0","59.0","28.0","89.0","1296.0","196.0"
"2011-05-30","1814.0","98.0","2266.0","4049.0","261.0","90.0","34.0","97.0","1542.0","254.0"
"2011-05-31","2036.0","145.0","2525.0","4533.0","337.0","78.0","41.0","115.0","2006.0","348.0"
"2011-06-01","2028.0","109.0","2666.0","4354.0","275.0","81.0","48.0","91.0","1701.0","308.0"
"2011-06-02","2011.0","143.0","2343.0","4042.0","278.0","103.0","36.0","107.0","1825.0","305.0"
"2011-06-03","1723.0","136.0","2062.0","3299.0","284.0","70.0","41.0","111.0","1619.0","299.0"
"2011-06-04","1339.0","96.0","1724.0","2731.0","215.0","77.0","29.0","74.0","1343.0","197.0"
"2011-06-05","1456.0","98.0","1852.0","2898.0","213.0","64.0","31.0","94.0","1556.0","209.0"
"2011-06-06","2044.0","117.0","2305.0","3679.0","306.0","85.0","54.0","123.0","2261.0","283.0"
"2011-06-07","2243.0","152.0","2275.0","3523.0","326.0","90.0","58.0","119.0","2001.0","351.0"
"2011-06-08","2281.0","150.0","2251.0","3839.0","301.0","95.0","57.0","122.0","1843.0","337.0"
"2011-06-09","2110.0","128.0","2107.0","3197.0","253.0","107.0","43.0","134.0","1653.0","383.0"
"2011-06-10","1970.0","130.0","1919.0","3000.0","233.0","67.0","52.0","89.0","1611.0","329.0"
"2011-06-11","1633.0","127.0","1584.0","2649.0","215.0","56.0","35.0","64.0","1172.0","227.0"
"2011-06-12","2011.0","81.0","1748.0","2992.0","195.0","62.0","47.0","99.0","1255.0","208.0"
"2011-06-13","2222.0","115.0","2244.0","3730.0","297.0","69.0","60.0","104.0","1839.0","350.0"
"2011-06-14","1896.0","118.0","2017.0","3312.0","257.0","102.0","61.0","111.0","1502.0","330.0"
"2011-06-15","2025.0","106.0","2230.0","3868.0","275.0","126.0","74.0","118.0","1733.0","380.0"
"2011-06-16","1932.0","144.0","2012.0","3457.0","245.0","116.0","41.0","101.0","1558.0","349.0"
"2011-06-17","1720.0","109.0","1870.0","3170.0","210.0","90.0","47.0","96.0","1429.0","321.0"
"2011-06-18","1369.0","97.0","1417.0","2560.0","177.0","59.0","42.0","66.0","1091.0","217.0"
"2011-06-19","1390.0","106.0","1790.0","3409.0","176.0","80.0","45.0","84.0","1286.0","242.0"
"2011-06-20","1977.0","132.0","2345.0","3797.0","246.0","86.0","45.0","113.0","1853.0","316.0"
"2011-06-21","2028.0","179.0","2319.0","3903.0","263.0","80.0","54.0","75.0","1729.0","363.0"
"2011-06-22","2468.0","141.0","2285.0","4099.0","295.0","103.0","72.0","110.0","1788.0","347.0"
"2011-06-23","2170.0","121.0","2206.0","3892.0","250.0","108.0","42.0","124.0","1811.0","349.0"
"2011-06-24","1714.0","99.0","1867.0","3385.0","186.0","83.0","39.0","82.0","1638.0","360.0"
"2011-06-25","1178.0","79.0","1419.0","2779.0","133.0","90.0","30.0","75.0","1143.0","223.0"
"2011-06-26","1302.0","104.0","1570.0","3102.0","141.0","84.0","26.0","77.0","1219.0","223.0"
"2011-06-27","1731.0","106.0","2115.0","3852.0","217.0","104.0","51.0","120.0","1777.0","316.0"
"2011-06-28","1766.0","133.0","2213.0","3864.0","224.0","92.0","56.0","120.0","1726.0","359.0"
"2011-06-29","1733.0","118.0","2137.0","3712.0","226.0","88.0","58.0","127.0","1768.0","367.0"
"2011-06-30","2149.0","95.0","2016.0","3343.0","245.0","70.0","60.0","82.0","1555.0","318.0"
"2011-07-01","1722.0","112.0","1683.0","3152.0","186.0","56.0","45.0","84.0","1389.0","270.0"
"2011-07-02","1132.0","192.0","1609.0","2899.0","167.0","66.0","32.0","47.0","1113.0","172.0"
"2011-07-03","1255.0","161.0","1615.0","2928.0","134.0","72.0","28.0","50.0","1227.0","191.0"
"2011-07-04","1480.0","94.0","2042.0","3571.0","228.0","90.0","45.0","96.0","1452.0","223.0"
"2011-07-05","1637.0","142.0","2143.0","3755.0","219.0","105.0","47.0","107.0","1786.0","358.0"
"2011-07-06","1651.0","132.0","2256.0","3835.0","229.0","91.0","55.0","112.0","1824.0","357.0"
"2011-07-07","1625.0","140.0","2162.0","3696.0","244.0","120.0","45.0","104.0","1848.0","375.0"
"2011-07-08","1536.0","130.0","1831.0","3314.0","198.0","59.0","44.0","101.0","1702.0","321.0"
"2011-07-09","1124.0","85.0","1554.0","2791.0","156.0","61.0","50.0","64.0","1257.0","235.0"
"2011-07-10","1136.0","90.0","1893.0","2994.0","140.0","70.0","33.0","86.0","1350.0","201.0"
"2011-07-11","1699.0","111.0","2244.0","3820.0","217.0","75.0","52.0","75.0","2092.0","335.0"
"2011-07-12","1991.0","107.0","2318.0","3982.0","245.0","86.0","55.0","103.0","2033.0","385.0"
"2011-07-13","1817.0","144.0","1996.0","3477.0","192.0","83.0","37.0","130.0","1878.0","357.0"
"2011-07-14","1809.0","128.0","2133.0","3453.0","192.0","83.0","57.0","89.0","1770.0","393.0"
"2011-07-15","1583.0","121.0","1725.0","3048.0","171.0","83.0","32.0","77.0","1587.0","285.0"
"2011-07-16","1219.0","120.0","1464.0","2626.0","154.0","71.0","35.0","63.0","1184.0","235.0"
"2011-07-17","1420.0","86.0","1794.0","3003.0","168.0","69.0","35.0","70.0","1400.0","197.0"
"2011-07-18","1826.0","153.0","2256.0","4012.0","210.0","100.0","41.0","116.0","2082.0","378.0"
"2011-07-19","1718.0","128.0","2141.0","3734.0","235.0","96.0","42.0","108.0","1983.0","351.0"
"2011-07-20","1970.0","147.0","2122.0","3828.0","246.0","90.0","51.0","104.0","2004.0","402.0"
"2011-07-21","1723.0","145.0","1867.0","3545.0","209.0","96.0","34.0","105.0","1778.0","309.0"
"2011-07-22","1682.0","102.0","1834.0","3163.0","194.0","88.0","47.0","105.0","1733.0","325.0"
"2011-07-23","1190.0","101.0","1620.0","2653.0","138.0","68.0","23.0","66.0","1224.0","185.0"
"2011-07-24","1248.0","92.0","1692.0","2788.0","102.0","88.0","20.0","115.0","1273.0","209.0"
"2011-07-25","1947.0","128.0","2277.0","3632.0","192.0","87.0","53.0","136.0","1885.0","325.0"
"2011-07-26","2201.0","131.0","2439.0","3952.0","261.0","75.0","56.0","145.0","2062.0","388.0"
"2011-07-27","2179.0","149.0","2228.0","3899.0","286.0","93.0","62.0","149.0","2075.0","415.0"
"2011-07-28","2157.0","146.0","2158.0","3884.0","234.0","76.0","64.0","119.0","1884.0","397.0"
"2011-07-29","1816.0","121.0","1884.0","3410.0","198.0","57.0","41.0","133.0","1833.0","343.0"
"2011-07-30","1404.0","97.0","1582.0","2825.0","125.0","63.0","48.0","96.0","1360.0","191.0"
"2011-07-31","1790.0","75.0","1725.0","3119.0","157.0","66.0","32.0","98.0","1446.0","218.0"
"2011-08-01","1895.0","111.0","2010.0","3499.0","198.0","67.0","47.0","133.0","1851.0","268.0"
"2011-08-02","1980.0","101.0","2511.0","3856.0","219.0","101.0","61.0","151.0","2001.0","406.0"
"2011-08-03","1932.0","146.0","2073.0","3893.0","216.0","104.0","61.0","137.0","1919.0","342.0"
"2011-08-04","1896.0","121.0","2145.0","3880.0","202.0","88.0","48.0","134.0","1911.0","383.0"
"2011-08-05","1785.0","115.0","1784.0","3754.0","181.0","75.0","59.0","129.0","1750.0","318.0"
"2011-08-06","1289.0","101.0","1424.0","2841.0","130.0","59.0","47.0","95.0","1260.0","241.0"
"2011-08-07","1518.0","107.0","1612.0","3022.0","182.0","99.0","31.0","118.0","1349.0","239.0"
"2011-08-08","2157.0","129.0","1954.0","3579.0","184.0","60.0","49.0","157.0","1837.0","332.0"
"2011-08-09","2256.0","149.0","1997.0","3680.0","183.0","64.0","57.0","161.0","1694.0","410.0"
"2011-08-10","2226.0","122.0","2067.0","3425.0","192.0","79.0","32.0","142.0","1856.0","365.0"
"2011-08-11","2213.0","121.0","1951.0","3183.0","206.0","98.0","60.0","129.0","1639.0","343.0"
"2011-08-12","1687.0","84.0","1664.0","2988.0","182.0","61.0","45.0","125.0","1329.0","315.0"
"2011-08-13","1443.0","78.0","1559.0","2736.0","159.0","49.0","31.0","84.0","1202.0","240.0"
"2011-08-14","1471.0","70.0","1687.0","2995.0","145.0","70.0","25.0","105.0","1269.0","182.0"
"2011-08-15","1834.0","122.0","1914.0","3274.0","219.0","94.0","59.0","145.0","1592.0","349.0"
"2011-08-16","1870.0","115.0","2214.0","3606.0","253.0","106.0","53.0","140.0","1649.0","383.0"
"2011-08-17","1773.0","114.0","2018.0","3374.0","231.0","88.0","57.0","111.0","1580.0","341.0"
"2011-08-18","1599.0","163.0","1757.0","2948.0","184.0","101.0","37.0","113.0","1423.0","284.0"
"2011-08-19","1821.0","244.0","1917.0","3077.0","191.0","62.0","40.0","125.0","1541.0","356.0"
"2011-08-20","1299.0","227.0","1527.0","2793.0","128.0","64.0","33.0","98.0","1194.0","186.0"
"2011-08-21","1262.0","310.0","1657.0","3048.0","142.0","71.0","32.0","96.0","1101.0","166.0"
"2011-08-22","1920.0","499.0","2130.0","3419.0","210.0","88.0","52.0","151.0","1623.0","273.0"
"2011-08-23","2027.0","556.0","2160.0","3388.0","263.0","86.0","50.0","157.0","1619.0","346.0"
"2011-08-24","1929.0","516.0","2089.0","3279.0","257.0","86.0","58.0","133.0","1529.0","352.0"
"2011-08-25","2052.0","481.0","1983.0","3302.0","222.0","63.0","41.0","147.0","1620.0","331.0"
"2011-08-26","1891.0","420.0","2287.0","3087.0","182.0","72.0","59.0","114.0","1502.0","321.0"
"2011-08-27","1458.0","360.0","1786.0","3259.0","125.0","41.0","39.0","97.0","1114.0","192.0"
"2011-08-28","1532.0","375.0","1782.0","2934.0","135.0","57.0","30.0","113.0","1171.0","202.0"
"2011-08-29","1718.0","480.0","2124.0","3080.0","181.0","54.0","46.0","111.0","1490.0","275.0"
"2011-08-30","1863.0","550.0","2274.0","3091.0","236.0","78.0","46.0","172.0","1692.0","313.0"
"2011-08-31","1929.0","552.0","2347.0","3149.0","232.0","83.0","49.0","123.0","1631.0","296.0"
"2011-09-01","1762.0","522.0","2353.0","3136.0","203.0","83.0","52.0","132.0","1561.0","311.0"
"2011-09-02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-09-03","1198.0","405.0","1769.0","2540.0","143.0","55.0","36.0","96.0","1186.0","196.0"
"2011-09-04","1211.0","402.0","1835.0","2819.0","185.0","76.0","24.0","78.0","1214.0","156.0"
"2011-09-05","1537.0","489.0","2026.0","3003.0","164.0","88.0","36.0","124.0","1239.0","194.0"
"2011-09-06","1933.0","622.0","2575.0","3401.0","227.0","97.0","54.0","133.0","1524.0","342.0"
"2011-09-07","1904.0","650.0","2411.0","3201.0","214.0","93.0","52.0","143.0","1618.0","311.0"
"2011-09-08","2081.0","671.0","2460.0","3626.0","204.0","90.0","41.0","161.0","1632.0","299.0"
"2011-09-09","1892.0","544.0","2360.0","3415.0","207.0","101.0","51.0","137.0","1500.0","284.0"
"2011-09-10","1427.0","501.0","2346.0","3019.0","153.0","83.0","33.0","127.0","1209.0","217.0"
"2011-09-11","1409.0","501.0","2277.0","2965.0","160.0","97.0","21.0","129.0","1216.0","192.0"
"2011-09-12","1676.0","696.0","2553.0","3591.0","260.0","88.0","50.0","125.0","1560.0","345.0"
"2011-09-13","1861.0","818.0","2725.0","3337.0","245.0","101.0","54.0","161.0","1619.0","346.0"
"2011-09-14","1909.0","727.0","2904.0","3517.0","258.0","85.0","42.0","138.0","1625.0","335.0"
"2011-09-15","2088.0","667.0","2946.0","3504.0","277.0","124.0","45.0","183.0","1663.0","366.0"
"2011-09-16","1780.0","552.0","2730.0","3274.0","268.0","157.0","43.0","159.0","1427.0","328.0"
"2011-09-17","1627.0","480.0","2815.0","3072.0","184.0","89.0","49.0","125.0","1189.0","265.0"
"2011-09-18","1465.0","542.0","2770.0","3032.0","174.0","78.0","26.0","103.0","1080.0","202.0"
"2011-09-19","2200.0","733.0","3437.0","3734.0","287.0","109.0","47.0","146.0","1690.0","344.0"
"2011-09-20","2574.0","669.0","3717.0","4165.0","259.0","133.0","67.0","154.0","1631.0","353.0"
"2011-09-21","2167.0","662.0","3270.0","4537.0","276.0","130.0","54.0","160.0","1587.0","366.0"
"2011-09-22","2140.0","717.0","3417.0","3928.0","307.0","93.0","50.0","164.0","1613.0","345.0"
"2011-09-23","1980.0","539.0","3034.0","3442.0","201.0","94.0","40.0","158.0","1486.0","334.0"
"2011-09-24","1670.0","457.0","2762.0","3269.0","179.0","85.0","27.0","104.0","1234.0","248.0"
"2011-09-25","1725.0","483.0","2836.0","3335.0","203.0","99.0","34.0","142.0","1248.0","238.0"
"2011-09-26","1941.0","726.0","3495.0","3892.0","248.0","118.0","40.0","199.0","1709.0","357.0"
"2011-09-27","2054.0","645.0","3205.0","3868.0","280.0","102.0","57.0","182.0","1702.0","338.0"
"2011-09-28","1815.0","687.0","3015.0","3820.0","244.0","111.0","58.0","170.0","1644.0","348.0"
"2011-09-29","2105.0","729.0","3371.0","4332.0","278.0","117.0","62.0","194.0","1712.0","410.0"
"2011-09-30","1963.0","677.0","3188.0","4047.0","241.0","89.0","58.0","169.0","1630.0","359.0"
"2011-10-01","1550.0","463.0","2828.0","3559.0","203.0","76.0","47.0","114.0","1366.0","277.0"
"2011-10-02","1584.0","655.0","3143.0","3769.0","224.0","84.0","34.0","163.0","1359.0","239.0"
"2011-10-03","2176.0","823.0","3859.0","4439.0","284.0","130.0","42.0","195.0","1916.0","376.0"
"2011-10-04","2197.0","874.0","3945.0","4379.0","357.0","108.0","60.0","211.0","1979.0","391.0"
"2011-10-05","2191.0","844.0","3941.0","4318.0","350.0","110.0","47.0","232.0","1881.0","419.0"
"2011-10-06","2178.0","726.0","3381.0","3847.0","377.0","124.0","50.0","174.0","1916.0","434.0"
"2011-10-07","2275.0","717.0","3347.0","3698.0","380.0","101.0","63.0","182.0","1705.0","401.0"
"2011-10-08","1595.0","453.0","2609.0","3161.0","205.0","71.0","29.0","135.0","1296.0","266.0"
"2011-10-09","2579.0","594.0","2850.0","3697.0","240.0","96.0","43.0","144.0","1464.0","225.0"
"2011-10-10","2158.0","802.0","3197.0","4149.0","312.0","90.0","60.0","168.0","1863.0","346.0"
"2011-10-11","2214.0","837.0","3693.0","4246.0","337.0","109.0","65.0","213.0","1918.0","398.0"
"2011-10-12","2251.0","791.0","3570.0","4453.0","358.0","100.0","57.0","191.0","1848.0","423.0"
"2011-10-13","2557.0","938.0","3416.0","4270.0","305.0","102.0","61.0","175.0","1993.0","412.0"
"2011-10-14","2256.0","759.0","3222.0","4066.0","267.0","110.0","48.0","183.0","1761.0","415.0"
"2011-10-15","1496.0","391.0","2338.0","3014.0","187.0","54.0","32.0","159.0","1191.0","228.0"
"2011-10-16","1354.0","526.0","2559.0","3261.0","217.0","81.0","32.0","149.0","1331.0","240.0"
"2011-10-17","2211.0","808.0","3558.0","4489.0","365.0","134.0","62.0","230.0","2000.0","388.0"
"2011-10-18","2487.0","932.0","3910.0","4503.0","378.0","118.0","68.0","217.0","2046.0","452.0"
"2011-10-19","2327.0","871.0","3603.0","4267.0","340.0","123.0","73.0","230.0","1933.0","447.0"
"2011-10-20","0.0","0.0","3782.0","4216.0","313.0","137.0","0.0","0.0","0.0","0.0"
"2011-10-21","2082.0","742.0","3135.0","3585.0","332.0","110.0","45.0","158.0","1825.0","385.0"
"2011-10-22","1418.0","361.0","2227.0","2765.0","156.0","69.0","32.0","119.0","1109.0","249.0"
"2011-10-23","1452.0","482.0","2546.0","3388.0","205.0","69.0","31.0","134.0","0.0","214.0"
"2011-10-24","2064.0","690.0","3463.0","4064.0","338.0","96.0","49.0","197.0","1846.0","367.0"
"2011-10-25","2482.0","741.0","3594.0","4169.0","360.0","126.0","66.0","205.0","1895.0","390.0"
"2011-10-26","3338.0","786.0","3836.0","4662.0","412.0","134.0","86.0","255.0","2170.0","474.0"
"2011-10-27","2991.0","797.0","3902.0","4624.0","355.0","112.0","70.0","236.0","2411.0","482.0"
"2011-10-28","2265.0","659.0","3250.0","3814.0","311.0","102.0","48.0","182.0","1788.0","426.0"
"2011-10-29","1695.0","436.0","2636.0","3248.0","206.0","70.0","37.0","144.0","1328.0","300.0"
"2011-10-30","1577.0","500.0","2883.0","3374.0","213.0","92.0","47.0","140.0","1442.0","242.0"
"2011-10-31","2367.0","846.0","3938.0","4579.0","376.0","122.0","52.0","223.0","2046.0","443.0"
"2011-11-01","2516.0","834.0","4067.0","4904.0","368.0","118.0","75.0","216.0","2043.0","490.0"
"2011-11-02","2967.0","900.0","4298.0","5137.0","445.0","123.0","88.0","231.0","2245.0","492.0"
"2011-11-03","2890.0","829.0","3880.0","4657.0","413.0","135.0","62.0","222.0","1943.0","425.0"
"2011-11-04","2601.0","673.0","3581.0","4216.0","306.0","132.0","61.0","190.0","1859.0","404.0"
"2011-11-05","1753.0","442.0","2682.0","3344.0","288.0","82.0","37.0","157.0","1311.0","260.0"
"2011-11-06","2002.0","510.0","3293.0","3856.0","261.0","90.0","45.0","172.0","1455.0","261.0"
"2011-11-07","2703.0","837.0","4068.0","4534.0","404.0","116.0","57.0","236.0","2094.0","362.0"
"2011-11-08","2889.0","888.0","4319.0","4844.0","408.0","171.0","73.0","244.0","2305.0","422.0"
"2011-11-09","2945.0","888.0","4384.0","5148.0","352.0","165.0","78.0","278.0","2238.0","453.0"
"2011-11-10","3060.0","781.0","4144.0","4780.0","428.0","142.0","64.0","226.0","2015.0","458.0"
"2011-11-11","2795.0","580.0","3303.0","3921.0","273.0","146.0","59.0","191.0","1699.0","372.0"
"2011-11-12","1961.0","437.0","2726.0","3274.0","230.0","114.0","35.0","145.0","1402.0","269.0"
"2011-11-13","2132.0","586.0","3183.0","3983.0","287.0","128.0","54.0","187.0","1693.0","280.0"
"2011-11-14","3005.0","836.0","6546.0","5102.0","347.0","166.0","56.0","261.0","2250.0","451.0"
"2011-11-15","3089.0","903.0","4314.0","5243.0","398.0","177.0","97.0","239.0","2301.0","474.0"
"2011-11-16","3070.0","807.0","4167.0","5282.0","370.0","181.0","77.0","216.0","2213.0","518.0"
"2011-11-17","3048.0","845.0","4219.0","4862.0","421.0","180.0","72.0","214.0","2130.0","432.0"
"2011-11-18","2588.0","674.0","3510.0","3882.0","339.0","162.0","60.0","175.0","1901.0","432.0"
"2011-11-19","2043.0","498.0","2956.0","3427.0","250.0","124.0","53.0","144.0","1411.0","284.0"
"2011-11-20","1821.0","488.0","3176.0","3675.0","282.0","117.0","46.0","196.0","1483.0","260.0"
"2011-11-21","2698.0","805.0","4183.0","4464.0","366.0","151.0","65.0","213.0","1939.0","385.0"
"2011-11-22","2815.0","836.0","4281.0","4867.0","392.0","184.0","71.0","239.0","2081.0","451.0"
"2011-11-23","2416.0","723.0","3862.0","4166.0","309.0","172.0","65.0","179.0","1827.0","385.0"
"2011-11-24","2149.0","545.0","3300.0","3991.0","267.0","124.0","48.0","155.0","1470.0","361.0"
"2011-11-25","2018.0","500.0","2921.0","3392.0","207.0","109.0","75.0","144.0","1398.0","295.0"
"2011-11-26","1601.0","468.0","3035.0","3193.0","229.0","82.0","51.0","124.0","1345.0","236.0"
"2011-11-27","1828.0","538.0","3352.0","3603.0","266.0","110.0","53.0","155.0","1613.0","258.0"
"2011-11-28","3094.0","852.0","4596.0","4904.0","472.0","133.0","63.0","252.0","2170.0","476.0"
"2011-11-29","3774.0","804.0","5438.0","4726.0","498.0","176.0","64.0","212.0","2103.0","498.0"
"2011-11-30","4104.0","834.0","4519.0","4420.0","433.0","198.0","85.0","205.0","1954.0","477.0"
"2011-12-01","3255.0","884.0","4775.0","4490.0","488.0","173.0","65.0","236.0","2005.0","470.0"
"2011-12-02","2902.0","691.0","3816.0","3938.0","395.0","147.0","68.0","181.0","1732.0","413.0"
"2011-12-03","1967.0","476.0","2995.0","3478.0","264.0","113.0","46.0","141.0","1404.0","320.0"
"2011-12-04","1976.0","617.0","3441.0","3923.0","335.0","192.0","45.0","161.0","1446.0","312.0"
"2011-12-05","2753.0","805.0","4313.0","4610.0","472.0","236.0","66.0","208.0","2158.0","409.0"
"2011-12-06","2848.0","883.0","4460.0","4869.0","439.0","188.0","67.0","232.0","1885.0","547.0"
"2011-12-07","2943.0","850.0","4508.0","4667.0","440.0","189.0","72.0","208.0","2042.0","459.0"
"2011-12-08","2906.0","822.0","4290.0","4405.0","407.0","144.0","61.0","234.0","1956.0","470.0"
"2011-12-09","2756.0","567.0","3622.0","4688.0","351.0","144.0","70.0","224.0","1716.0","451.0"
"2011-12-10","1803.0","442.0","3105.0","3539.0","254.0","81.0","50.0","165.0","1357.0","274.0"
"2011-12-11","1941.0","566.0","3293.0","4154.0","319.0","120.0","41.0","201.0","1451.0","299.0"
"2011-12-12","2742.0","777.0","4142.0","4777.0","461.0","121.0","64.0","232.0","1966.0","421.0"
"2011-12-13","2923.0","848.0","4685.0","4986.0","442.0","144.0","52.0","229.0","1991.0","492.0"
"2011-12-14","3066.0","678.0","4341.0","4408.0","422.0","153.0","70.0","191.0","1881.0","458.0"
"2011-12-15","2824.0","664.0","4137.0","4252.0","348.0","142.0","57.0","210.0","1883.0","435.0"
"2011-12-16","2335.0","526.0","3536.0","3510.0","304.0","122.0","44.0","141.0","1608.0","315.0"
"2011-12-17","1668.0","307.0","2887.0","3020.0","195.0","106.0","30.0","110.0","1138.0","225.0"
"2011-12-18","1988.0","335.0","3270.0","3409.0","224.0","99.0","46.0","121.0","1216.0","265.0"
"2011-12-19","2336.0","478.0","4144.0","4304.0","252.0","119.0","48.0","155.0","1794.0","380.0"
"2011-12-20","2328.0","460.0","4356.0","3977.0","242.0","113.0","50.0","126.0","1726.0","408.0"
"2011-12-21","2269.0","438.0","4024.0","3791.0","237.0","95.0","47.0","140.0","1634.0","319.0"
"2011-12-22","2042.0","410.0","3761.0","3450.0","237.0","86.0","39.0","141.0","1491.0","320.0"
"2011-12-23","145.0","21.0","208.0","194.0","12.0","3.0","4.0","10.0","85.0","15.0"
"2011-12-24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-12-25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-12-26","547.0","95.0","1393.0","1248.0","66.0","15.0","9.0","40.0","454.0","88.0"
"2011-12-27","1913.0","376.0","4296.0","3976.0","221.0","122.0","42.0","139.0","1551.0","317.0"
"2011-12-28","1857.0","338.0","4574.0","4113.0","209.0","101.0","38.0","162.0","1648.0","325.0"
"2011-12-29","2054.0","391.0","4465.0","3950.0","204.0","107.0","38.0","130.0","1705.0","298.0"
"2011-12-30","1937.0","342.0","4180.0","3684.0","180.0","118.0","45.0","91.0","1449.0","275.0"
"2011-12-31","1394.0","299.0","3226.0","3244.0","139.0","100.0","20.0","125.0","1081.0","208.0"
"2012-01-01","1306.0","254.0","2889.0","3030.0","133.0","87.0","32.0","64.0","1081.0","169.0"
"2012-01-02","1702.0","475.0","4102.0","4176.0","199.0","149.0","28.0","121.0","1477.0","228.0"
"2012-01-03","2216.0","574.0","4696.0","4674.0","253.0","151.0","33.0","169.0","1895.0","345.0"
"2012-01-04","2581.0","642.0","5077.0","4805.0","311.0","225.0","54.0","201.0","2015.0","388.0"
"2012-01-05","3624.0","711.0","4865.0","4723.0","334.0","185.0","63.0","198.0","1908.0","334.0"
"2012-01-06","2939.0","595.0","4145.0","4330.0","261.0","145.0","44.0","174.0","1813.0","375.0"
"2012-01-07","1938.0","429.0","3258.0","3675.0","187.0","143.0","28.0","112.0","1413.0","280.0"
"2012-01-08","1838.0","510.0","3762.0","3933.0","217.0","152.0","43.0","155.0","1490.0","247.0"
"2012-01-09","3129.0","645.0","4606.0","5070.0","269.0","180.0","60.0","183.0","2277.0","395.0"
"2012-01-10","3128.0","678.0","4242.0","4824.0","345.0","143.0","52.0","187.0","2090.0","413.0"
"2012-01-11","3240.0","758.0","4535.0","4879.0","332.0","198.0","71.0","228.0","2212.0","428.0"
"2012-01-12","3267.0","810.0","4142.0","5034.0","364.0","199.0","68.0","239.0","2148.0","466.0"
"2012-01-13","3099.0","649.0","3756.0","4158.0","270.0","121.0","48.0","188.0","1940.0","432.0"
"2012-01-14","2066.0","431.0","3033.0","3510.0","234.0","132.0","52.0","138.0","1456.0","285.0"
"2012-01-15","1982.0","540.0","3525.0","3932.0","256.0","105.0","36.0","150.0","1553.0","212.0"
"2012-01-16","2368.0","631.0","4057.0","4505.0","275.0","160.0","48.0","198.0","1977.0","385.0"
"2012-01-17","2408.0","828.0","4195.0","4896.0","340.0","199.0","44.0","207.0","2165.0","429.0"
"2012-01-18","2451.0","723.0","3938.0","4920.0","263.0","209.0","41.0","200.0","2051.0","423.0"
"2012-01-19","2424.0","815.0","4157.0","4582.0","309.0","158.0","48.0","198.0","2080.0","1149.0"
"2012-01-20","2628.0","642.0","4017.0","4131.0","303.0","178.0","44.0","184.0","1924.0","439.0"
