"date","Meningococcal_disease","Saliva","Neisseria_meningitidis","Meningitis","Meningococcal_vaccine","Common_cold","Gram-negative_bacteria","Disseminated_intravascular_coagulation","Sepsis","Rash"
"2011-04-18","788.0","1256.0","717.0","7047.0","217.0","2959.0","2017.0","1739.0","4366.0","3366.0"
"2011-04-19","747.0","1203.0","762.0","6306.0","171.0","2740.0","2066.0","1661.0","4323.0","3187.0"
"2011-04-20","721.0","1188.0","917.0","6277.0","197.0","2700.0","2186.0","1803.0","4413.0","2837.0"
"2011-04-21","587.0","1201.0","772.0","5840.0","176.0","2533.0","1890.0","1492.0","3893.0","2808.0"
"2011-04-22","546.0","994.0","535.0","5037.0","153.0","1919.0","1440.0","1362.0","3424.0","2710.0"
"2011-04-23","474.0","861.0","440.0","4148.0","119.0","1785.0","1119.0","1118.0","3051.0","2478.0"
"2011-04-24","493.0","930.0","502.0","4569.0","150.0","1815.0","1098.0","1104.0","2931.0","2352.0"
"2011-04-25","619.0","1132.0","663.0","6062.0","187.0","2505.0","1874.0","1519.0","3873.0","3284.0"
"2011-04-26","695.0","1226.0","879.0","6650.0","259.0","2566.0","2240.0","1665.0","3936.0","3208.0"
"2011-04-27","708.0","1239.0","714.0","6457.0","179.0","2613.0","2178.0","1701.0","3961.0","3136.0"
"2011-04-28","707.0","1224.0","785.0","6559.0","208.0","2739.0","2159.0","1805.0","4072.0","2987.0"
"2011-04-29","551.0","971.0","552.0","5264.0","174.0","1889.0","1574.0","1355.0","3244.0","2573.0"
"2011-04-30","420.0","885.0","425.0","4242.0","126.0","1671.0","1190.0","1052.0","2727.0","2269.0"
"2011-05-01","580.0","994.0","533.0","4770.0","125.0","1944.0","1386.0","1273.0","2954.0","2628.0"
"2011-05-02","684.0","1242.0","707.0","5972.0","194.0","2476.0","1966.0","1463.0","3671.0","2862.0"
"2011-05-03","658.0","1270.0","765.0","6161.0","179.0","2715.0","2298.0","1539.0","3838.0","3139.0"
"2011-05-04","622.0","1373.0","680.0","6434.0","220.0","2711.0","2205.0","1625.0","3979.0","2962.0"
"2011-05-05","638.0","1230.0","707.0","6130.0","180.0","2524.0","2180.0","1535.0","3930.0","2768.0"
"2011-05-06","600.0","1163.0","594.0","5375.0","171.0","2340.0","1657.0","1310.0","3558.0","2632.0"
"2011-05-07","445.0","935.0","441.0","4378.0","105.0","1701.0","1221.0","1231.0","2802.0","2298.0"
"2011-05-08","500.0","1000.0","507.0","4631.0","97.0","1901.0","1397.0","1215.0","3061.0","2431.0"
"2011-05-09","671.0","1304.0","699.0","7586.0","212.0","2729.0","2033.0","1617.0","4691.0","3009.0"
"2011-05-10","734.0","1225.0","708.0","6747.0","195.0","2869.0","1973.0","1566.0","4249.0","2855.0"
"2011-05-11","680.0","1298.0","735.0","6488.0","215.0","2700.0","2048.0","1575.0","4191.0","2986.0"
"2011-05-12","630.0","1208.0","672.0","6181.0","219.0","2420.0","1880.0","1440.0","4116.0","2737.0"
"2011-05-13","592.0","1052.0","603.0","5570.0","183.0","2043.0","1577.0","1218.0","4144.0","2561.0"
"2011-05-14","402.0","1553.0","417.0","4278.0","110.0","1633.0","1141.0","1004.0","3811.0","2237.0"
"2011-05-15","465.0","1153.0","566.0","4925.0","107.0","2144.0","1279.0","1242.0","3598.0","2588.0"
"2011-05-16","672.0","1316.0","669.0","6335.0","212.0","2662.0","1753.0","1514.0","4522.0","2977.0"
"2011-05-17","760.0","1321.0","794.0","6654.0","260.0","2808.0","1906.0","1577.0","4387.0","2896.0"
"2011-05-18","699.0","1345.0","649.0","6681.0","203.0","2739.0","1911.0","1549.0","4414.0","2940.0"
"2011-05-19","717.0","1273.0","784.0","6511.0","197.0","2527.0","1793.0","1584.0","4316.0","3041.0"
"2011-05-20","554.0","1069.0","531.0","5617.0","134.0","2300.0","1571.0","1274.0","4247.0","2841.0"
"2011-05-21","373.0","867.0","376.0","4047.0","100.0","1771.0","1052.0","1057.0","3074.0","2393.0"
"2011-05-22","531.0","1145.0","501.0","4862.0","94.0","1895.0","1693.0","1315.0","4770.0","2753.0"
"2011-05-23","714.0","1309.0","756.0","6914.0","264.0","2961.0","1890.0","1491.0","8506.0","3227.0"
"2011-05-24","641.0","1300.0","659.0","6323.0","191.0","2966.0","1827.0","1385.0","6466.0","3059.0"
"2011-05-25","697.0","1237.0","630.0","6071.0","228.0","2628.0","1924.0","1466.0","4732.0","2817.0"
"2011-05-26","646.0","1194.0","668.0","6015.0","187.0","2486.0","1706.0","1350.0","4459.0","2977.0"
"2011-05-27","631.0","1053.0","506.0","5037.0","153.0","2181.0","1345.0","1250.0","11807.0","2708.0"
"2011-05-28","394.0","877.0","363.0","3814.0","120.0","1629.0","943.0","986.0","9758.0","2453.0"
"2011-05-29","421.0","956.0","398.0","4163.0","122.0","1767.0","1342.0","1083.0","4786.0","2901.0"
"2011-05-30","523.0","1043.0","578.0","5353.0","160.0","2266.0","1809.0","1245.0","4206.0","3615.0"
"2011-05-31","622.0","1303.0","665.0","5933.0","197.0","2525.0","2321.0","1500.0","5021.0","3995.0"
"2011-06-01","619.0","1168.0","597.0","5907.0","167.0","2666.0","2259.0","1499.0","4573.0","3579.0"
"2011-06-02","721.0","1051.0","644.0","5503.0","208.0","2343.0","2227.0","1464.0","4110.0","3586.0"
"2011-06-03","566.0","1047.0","616.0","5156.0","193.0","2062.0","1788.0","1312.0","4000.0","3006.0"
"2011-06-04","449.0","962.0","460.0","4371.0","138.0","1724.0","1110.0","1171.0","3160.0","2653.0"
"2011-06-05","452.0","1053.0","479.0","4402.0","132.0","1852.0","1156.0","1357.0","3263.0","2896.0"
"2011-06-06","613.0","1137.0","645.0","5833.0","244.0","2305.0","1608.0","1545.0","4099.0","3342.0"
"2011-06-07","797.0","1106.0","630.0","6851.0","219.0","2275.0","1665.0","1410.0","4105.0","3328.0"
"2011-06-08","680.0","1092.0","705.0","6155.0","232.0","2251.0","1639.0","1513.0","4226.0","3331.0"
"2011-06-09","701.0","1088.0","701.0","6189.0","242.0","2107.0","1618.0","1522.0","4097.0","3030.0"
"2011-06-10","547.0","984.0","565.0","5917.0","206.0","1919.0","1387.0","1299.0","3616.0","2695.0"
"2011-06-11","458.0","813.0","400.0","4592.0","132.0","1584.0","984.0","1069.0","3121.0","2441.0"
"2011-06-12","494.0","968.0","477.0","4410.0","124.0","1748.0","1200.0","1154.0","3209.0","2591.0"
"2011-06-13","636.0","1078.0","696.0","6014.0","246.0","2244.0","1690.0","1521.0","4325.0","3341.0"
"2011-06-14","676.0","981.0","590.0","5603.0","212.0","2017.0","1335.0","1275.0","3675.0","2742.0"
"2011-06-15","648.0","1227.0","596.0","6205.0","241.0","2230.0","1697.0","1567.0","4643.0","3121.0"
"2011-06-16","534.0","1009.0","523.0","5679.0","191.0","2012.0","1559.0","1358.0","4212.0","2843.0"
"2011-06-17","557.0","950.0","512.0","5074.0","180.0","1870.0","1337.0","1223.0","3959.0","2602.0"
"2011-06-18","357.0","869.0","346.0","4035.0","146.0","1417.0","880.0","1048.0","2944.0","2377.0"
"2011-06-19","474.0","937.0","358.0","4570.0","138.0","1790.0","1058.0","1107.0","3226.0","2611.0"
"2011-06-20","635.0","1093.0","547.0","5770.0","225.0","2345.0","1526.0","1488.0","4331.0","3425.0"
"2011-06-21","724.0","1096.0","591.0","5914.0","234.0","2319.0","1531.0","1435.0","4386.0","3365.0"
"2011-06-22","743.0","1257.0","563.0","6038.0","236.0","2285.0","1629.0","1624.0","4612.0","3328.0"
"2011-06-23","583.0","1149.0","526.0","5610.0","228.0","2206.0","1590.0","1534.0","4287.0","3336.0"
"2011-06-24","506.0","1098.0","414.0","5186.0","203.0","1867.0","1285.0","1208.0","3925.0","2860.0"
"2011-06-25","376.0","924.0","265.0","4041.0","109.0","1419.0","896.0","936.0","2891.0","2545.0"
"2011-06-26","374.0","1396.0","386.0","4414.0","115.0","1570.0","1058.0","1169.0","3321.0","2925.0"
"2011-06-27","631.0","1219.0","439.0","5373.0","209.0","2115.0","1359.0","1297.0","4189.0","3553.0"
"2011-06-28","662.0","1129.0","455.0","5785.0","265.0","2213.0","1537.0","1421.0","4389.0","3671.0"
"2011-06-29","588.0","1066.0","441.0","5773.0","273.0","2137.0","1602.0","1432.0","4282.0","3307.0"
"2011-06-30","593.0","943.0","434.0","5073.0","227.0","2016.0","1406.0","1263.0","6168.0","2788.0"
"2011-07-01","508.0","976.0","349.0","5133.0","192.0","1683.0","1252.0","1117.0","3817.0","2852.0"
"2011-07-02","440.0","869.0","299.0","3826.0","114.0","1609.0","912.0","913.0","2952.0","2533.0"
"2011-07-03","365.0","903.0","293.0","3938.0","82.0","1615.0","939.0","809.0","2795.0","2606.0"
"2011-07-04","458.0","940.0","376.0","4898.0","151.0","2042.0","1242.0","1097.0","3830.0","3249.0"
"2011-07-05","512.0","991.0","431.0","5417.0","219.0","2143.0","1571.0","1277.0","4007.0","3345.0"
"2011-07-06","698.0","1064.0","470.0","5761.0","243.0","2256.0","1627.0","1469.0","4257.0","3639.0"
"2011-07-07","562.0","1000.0","541.0","5852.0","206.0","2162.0","1610.0","1298.0","4137.0","3573.0"
"2011-07-08","516.0","937.0","339.0","5438.0","223.0","1831.0","1395.0","1225.0","4317.0","3237.0"
"2011-07-09","439.0","788.0","260.0","4300.0","100.0","1554.0","932.0","904.0","2975.0","2674.0"
"2011-07-10","316.0","820.0","241.0","4295.0","97.0","1893.0","1032.0","995.0","2911.0","2833.0"
"2011-07-11","552.0","978.0","463.0","5685.0","215.0","2244.0","1479.0","1163.0","3910.0","3612.0"
"2011-07-12","562.0","1047.0","455.0","6224.0","267.0","2318.0","1646.0","1365.0","4217.0","3576.0"
"2011-07-13","598.0","956.0","424.0","5473.0","208.0","1996.0","1507.0","1288.0","3788.0","2974.0"
"2011-07-14","607.0","938.0","413.0","5892.0","220.0","2133.0","1581.0","1265.0","3867.0","3124.0"
"2011-07-15","477.0","883.0","374.0","5551.0","203.0","1725.0","1370.0","1021.0","3516.0","2749.0"
"2011-07-16","368.0","850.0","281.0","4180.0","103.0","1464.0","965.0","848.0","2826.0","2433.0"
"2011-07-17","344.0","909.0","341.0","4662.0","129.0","1794.0","1087.0","1021.0","3007.0","2681.0"
"2011-07-18","629.0","1029.0","405.0","5906.0","228.0","2256.0","1536.0","1396.0","4084.0","3400.0"
"2011-07-19","605.0","1015.0","436.0","5885.0","227.0","2141.0","1669.0","1309.0","4088.0","3390.0"
"2011-07-20","578.0","1137.0","482.0","5842.0","268.0","2122.0","1731.0","1342.0","4176.0","3343.0"
"2011-07-21","553.0","994.0","462.0","5389.0","231.0","1867.0","1551.0","1252.0","3868.0","2974.0"
"2011-07-22","506.0","927.0","314.0","5436.0","203.0","1834.0","1308.0","1231.0","4004.0","2870.0"
"2011-07-23","369.0","838.0","258.0","4584.0","131.0","1620.0","964.0","929.0","3026.0","2757.0"
"2011-07-24","451.0","851.0","302.0","4527.0","112.0","1692.0","1000.0","1058.0","2794.0","2728.0"
"2011-07-25","554.0","1035.0","411.0","6059.0","237.0","2277.0","1504.0","1237.0","4397.0","3628.0"
"2011-07-26","592.0","1067.0","445.0","6495.0","280.0","2439.0","1648.0","1390.0","8572.0","3547.0"
"2011-07-27","595.0","1026.0","545.0","6344.0","256.0","2228.0","1748.0","1473.0","5297.0","3470.0"
"2011-07-28","729.0","1049.0","434.0","6121.0","254.0","2158.0","1640.0","1396.0","4593.0","3195.0"
"2011-07-29","598.0","967.0","380.0","5505.0","219.0","1884.0","1319.0","1169.0","3889.0","3014.0"
"2011-07-30","578.0","822.0","257.0","4320.0","126.0","1582.0","977.0","900.0","3021.0","2745.0"
"2011-07-31","1813.0","882.0","395.0","4753.0","133.0","1725.0","1009.0","1058.0","3287.0","2995.0"
"2011-08-01","1773.0","926.0","388.0","5761.0","235.0","2010.0","1282.0","1139.0","3981.0","3410.0"
"2011-08-02","1604.0","991.0","532.0","6899.0","256.0","2511.0","1543.0","1232.0","4259.0","3538.0"
"2011-08-03","1673.0","1106.0","500.0","7396.0","259.0","2073.0","1539.0","1254.0","4459.0","3485.0"
"2011-08-04","1640.0","1108.0","511.0","7196.0","271.0","2145.0","1504.0","1311.0","4303.0","3263.0"
"2011-08-05","930.0","898.0","415.0","5656.0","214.0","1784.0","1315.0","1133.0","4150.0","3210.0"
"2011-08-06","566.0","769.0","327.0","4642.0","120.0","1424.0","963.0","924.0","3136.0","2457.0"
"2011-08-07","803.0","864.0","324.0","4834.0","118.0","1612.0","1081.0","886.0","3149.0","2666.0"
"2011-08-08","1040.0","916.0","395.0","6205.0","220.0","1954.0","1641.0","1261.0","3890.0","3124.0"
"2011-08-09","859.0","1157.0","455.0","6397.0","258.0","1997.0","1596.0","1191.0","3953.0","2969.0"
"2011-08-10","788.0","1042.0","384.0","5977.0","269.0","2067.0","1507.0","1361.0","4202.0","2890.0"
"2011-08-11","729.0","932.0","416.0","5851.0","255.0","1951.0","1478.0","1200.0","3810.0","2862.0"
"2011-08-12","763.0","885.0","358.0","5242.0","207.0","1664.0","1244.0","983.0","3369.0","2615.0"
"2011-08-13","717.0","842.0","293.0","4426.0","118.0","1559.0","880.0","916.0","6431.0","2338.0"
"2011-08-14","585.0","827.0","301.0","4641.0","90.0","1687.0","937.0","1016.0","4999.0","2778.0"
"2011-08-15","769.0","886.0","414.0","6088.0","196.0","1914.0","1289.0","1195.0","4263.0","2747.0"
"2011-08-16","778.0","977.0","373.0","6275.0","245.0","2214.0","1453.0","1244.0","3889.0","2999.0"
"2011-08-17","702.0","931.0","438.0","8864.0","248.0","2018.0","1518.0","1281.0","3657.0","2681.0"
"2011-08-18","675.0","792.0","393.0","7593.0","223.0","1757.0","1251.0","1007.0","3380.0","2722.0"
"2011-08-19","588.0","852.0","339.0","5808.0","236.0","1917.0","1313.0","1119.0","3789.0","2739.0"
"2011-08-20","417.0","723.0","287.0","4765.0","127.0","1527.0","945.0","936.0","2972.0","2642.0"
"2011-08-21","471.0","846.0","291.0","4749.0","106.0","1657.0","1008.0","985.0","3057.0","2631.0"
"2011-08-22","778.0","950.0","441.0","5938.0","196.0","2130.0","1482.0","1198.0","3945.0","3018.0"
"2011-08-23","847.0","864.0","479.0","5965.0","231.0","2160.0","1533.0","1224.0","4035.0","3034.0"
"2011-08-24","625.0","894.0","410.0","5430.0","216.0","2089.0","1364.0","1222.0","3579.0","2551.0"
"2011-08-25","593.0","887.0","415.0","5442.0","195.0","1983.0","1544.0","1184.0","3560.0","2530.0"
"2011-08-26","571.0","922.0","392.0","5277.0","171.0","2287.0","1416.0","1224.0","3790.0","2578.0"
"2011-08-27","455.0","786.0","248.0","4227.0","106.0","1786.0","980.0","873.0","2794.0","2465.0"
"2011-08-28","671.0","816.0","287.0","4366.0","130.0","1782.0","1079.0","994.0","2859.0","2644.0"
"2011-08-29","878.0","920.0","489.0","5256.0","161.0","2124.0","1525.0","1134.0","3278.0","2747.0"
"2011-08-30","877.0","874.0","468.0","5771.0","174.0","2274.0","1456.0","1247.0","3647.0","2739.0"
"2011-08-31","691.0","857.0","504.0","5860.0","166.0","2347.0","1567.0","1252.0","3656.0","2806.0"
"2011-09-01","840.0","910.0","553.0","5657.0","168.0","2353.0","1681.0","1238.0","3482.0","2741.0"
"2011-09-02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-09-03","386.0","768.0","257.0","4117.0","109.0","1769.0","920.0","829.0","2811.0","2325.0"
"2011-09-04","433.0","810.0","303.0","3931.0","96.0","1835.0","1081.0","942.0","2886.0","2677.0"
"2011-09-05","548.0","857.0","376.0","4358.0","90.0","2026.0","1330.0","1020.0","3331.0","2591.0"
"2011-09-06","701.0","967.0","572.0","5228.0","197.0","2575.0","1715.0","1281.0","3593.0","2709.0"
"2011-09-07","656.0","893.0","490.0","4845.0","156.0","2411.0","1800.0","1194.0","3532.0","2541.0"
"2011-09-08","685.0","999.0","489.0","5269.0","189.0","2460.0","1930.0","1297.0","3830.0","2496.0"
"2011-09-09","546.0","857.0","464.0","5276.0","134.0","2360.0","1601.0","1218.0","3663.0","2631.0"
"2011-09-10","425.0","848.0","305.0","4453.0","112.0","2346.0","1235.0","978.0","3035.0","2450.0"
"2011-09-11","506.0","942.0","370.0","5248.0","113.0","2277.0","1246.0","1077.0","2991.0","2173.0"
"2011-09-12","750.0","986.0","526.0","5656.0","170.0","2553.0","1955.0","1207.0","3641.0","2573.0"
"2011-09-13","895.0","876.0","479.0","5950.0","207.0","2725.0","2090.0","1272.0","3727.0","2586.0"
"2011-09-14","699.0","1008.0","532.0","5403.0","183.0","2904.0","2121.0","1390.0","3785.0","2596.0"
"2011-09-15","670.0","1033.0","518.0","6031.0","202.0","2946.0","2050.0","1408.0","4274.0","2495.0"
"2011-09-16","587.0","945.0","457.0","5433.0","201.0","2730.0","1737.0","1188.0","3545.0","2413.0"
"2011-09-17","547.0","842.0","433.0","4373.0","125.0","2815.0","1218.0","1068.0","3075.0","2369.0"
"2011-09-18","508.0","874.0","490.0","4175.0","110.0","2770.0","1343.0","1025.0","3079.0","2194.0"
"2011-09-19","739.0","1114.0","664.0","5733.0","186.0","3437.0","2133.0","1362.0","3867.0","2600.0"
"2011-09-20","1150.0","1066.0","614.0","5881.0","208.0","3717.0","2303.0","1557.0","4010.0","2812.0"
"2011-09-21","966.0","1029.0","557.0","5274.0","177.0","3270.0","2105.0","1408.0","3494.0","2591.0"
"2011-09-22","899.0","1070.0","576.0","5689.0","197.0","3417.0","2198.0","1440.0","3793.0","2652.0"
"2011-09-23","934.0","920.0","535.0","5723.0","197.0","3034.0","1675.0","1367.0","3448.0","2291.0"
"2011-09-24","558.0","855.0","343.0","4737.0","102.0","2762.0","1349.0","1079.0","3310.0","2369.0"
"2011-09-25","626.0","913.0","452.0","4835.0","102.0","2836.0","1534.0","1161.0","3078.0","2399.0"
"2011-09-26","867.0","1097.0","516.0","7727.0","179.0","3495.0","2129.0","1455.0","3781.0","2870.0"
"2011-09-27","734.0","970.0","508.0","5566.0","169.0","3205.0","2189.0","1445.0","3755.0","2645.0"
"2011-09-28","593.0","959.0","507.0","6006.0","194.0","3015.0","2098.0","1398.0","4023.0","2502.0"
"2011-09-29","590.0","1068.0","528.0","6394.0","169.0","3371.0","2422.0","1574.0","4368.0","2535.0"
"2011-09-30","660.0","951.0","495.0","6389.0","163.0","3188.0","2028.0","1390.0","6977.0","2656.0"
"2011-10-01","657.0","869.0","415.0","5434.0","118.0","2828.0","1600.0","1182.0","5535.0","2369.0"
"2011-10-02","582.0","1073.0","459.0","5526.0","119.0","3143.0","1852.0","1327.0","4690.0","2570.0"
"2011-10-03","641.0","1174.0","593.0","6545.0","183.0","3859.0","2428.0","1629.0","5145.0","3070.0"
"2011-10-04","674.0","1230.0","714.0","6870.0","229.0","3945.0","2679.0","1625.0","4934.0","2849.0"
"2011-10-05","699.0","1312.0","719.0","7048.0","200.0","3941.0","2637.0","1728.0","5000.0","2851.0"
"2011-10-06","699.0","1125.0","604.0","5926.0","183.0","3381.0","2361.0","1533.0","4259.0","2666.0"
"2011-10-07","621.0","1117.0","574.0","5841.0","160.0","3347.0","2057.0","1461.0","4009.0","2460.0"
"2011-10-08","488.0","875.0","401.0","4759.0","113.0","2609.0","1443.0","1050.0","3462.0","2293.0"
"2011-10-09","569.0","976.0","431.0","4793.0","130.0","2850.0","1796.0","1318.0","3708.0","2402.0"
"2011-10-10","649.0","1054.0","570.0","5881.0","168.0","3197.0","2373.0","1429.0","4251.0","2814.0"
"2011-10-11","730.0","1105.0","705.0","6563.0","211.0","3693.0","2676.0","1533.0","4456.0","2762.0"
"2011-10-12","707.0","1205.0","734.0","6554.0","193.0","3570.0","2446.0","1602.0","4474.0","2557.0"
"2011-10-13","677.0","1370.0","635.0","6269.0","180.0","3416.0","2372.0","1706.0","4663.0","2621.0"
"2011-10-14","651.0","1246.0","588.0","6200.0","190.0","3222.0","2117.0","1647.0","5972.0","2417.0"
"2011-10-15","435.0","916.0","386.0","4584.0","123.0","2338.0","1345.0","1138.0","4558.0","2052.0"
"2011-10-16","497.0","982.0","464.0","4540.0","128.0","2559.0","1554.0","1290.0","3504.0","2153.0"
"2011-10-17","711.0","1275.0","704.0","6810.0","229.0","3558.0","2185.0","1636.0","4802.0","2782.0"
"2011-10-18","945.0","1395.0","747.0","6893.0","221.0","3910.0","2540.0","1685.0","4606.0","2707.0"
"2011-10-19","938.0","1298.0","727.0","6444.0","214.0","3603.0","2426.0","1686.0","4616.0","2687.0"
"2011-10-20","0.0","0.0","0.0","0.0","0.0","3782.0","0.0","1642.0","0.0","0.0"
"2011-10-21","636.0","1087.0","660.0","5721.0","200.0","3135.0","1810.0","1466.0","4941.0","2308.0"
"2011-10-22","424.0","808.0","386.0","3920.0","99.0","2227.0","1148.0","1002.0","2729.0","1801.0"
"2011-10-23","490.0","970.0","456.0","4439.0","122.0","2546.0","1481.0","1452.0","3248.0","2225.0"
"2011-10-24","638.0","1174.0","588.0","6052.0","205.0","3463.0","2147.0","1565.0","4373.0","2591.0"
"2011-10-25","692.0","1255.0","631.0","6168.0","210.0","3594.0","2194.0","1689.0","4622.0","2596.0"
"2011-10-26","791.0","1402.0","789.0","7040.0","244.0","3836.0","2523.0","1962.0","5208.0","2829.0"
"2011-10-27","741.0","1369.0","694.0","6924.0","205.0","3902.0","2410.0","1902.0","5024.0","2638.0"
"2011-10-28","550.0","1167.0","510.0","5522.0","171.0","3250.0","1784.0","1482.0","4262.0","2263.0"
"2011-10-29","494.0","963.0","459.0","4267.0","112.0","2636.0","1321.0","1166.0","3332.0","2007.0"
"2011-10-30","496.0","1186.0","561.0","4652.0","112.0","2883.0","1558.0","1514.0","3605.0","2253.0"
"2011-10-31","627.0","1414.0","730.0","6529.0","190.0","3938.0","2303.0","1787.0","5760.0","2771.0"
"2011-11-01","690.0","1352.0","782.0","6624.0","191.0","4067.0","2309.0","1718.0","4778.0","2720.0"
"2011-11-02","717.0","1514.0","809.0","6991.0","228.0","4298.0","2584.0","1892.0","4718.0","2788.0"
"2011-11-03","751.0","1518.0","758.0","6665.0","228.0","3880.0","2502.0","1651.0","4799.0","2691.0"
"2011-11-04","651.0","1564.0","637.0","5633.0","176.0","3581.0","2011.0","1431.0","4179.0","2501.0"
"2011-11-05","478.0","941.0","487.0","4467.0","95.0","2682.0","1256.0","1180.0","3172.0","1919.0"
"2011-11-06","651.0","1152.0","595.0","5258.0","128.0","3293.0","1526.0","1422.0","3689.0","2393.0"
"2011-11-07","774.0","1440.0","933.0","6869.0","180.0","4068.0","2494.0","1810.0","4505.0","2886.0"
"2011-11-08","772.0","1333.0","765.0","7140.0","223.0","4319.0","2579.0","1782.0","4898.0","2803.0"
"2011-11-09","972.0","1366.0","922.0","8123.0","241.0","4384.0","2640.0","1831.0","4925.0","2756.0"
"2011-11-10","807.0","1346.0","916.0","7265.0","232.0","4144.0","2530.0","1926.0","4612.0","2792.0"
"2011-11-11","651.0","1096.0","622.0","5836.0","155.0","3303.0","2038.0","1448.0","3667.0","2316.0"
"2011-11-12","485.0","1087.0","483.0","4957.0","88.0","2726.0","1365.0","1140.0","3119.0","2181.0"
"2011-11-13","594.0","1263.0","546.0","6040.0","133.0","3183.0","1774.0","1522.0","3622.0","2469.0"
"2011-11-14","690.0","1964.0","839.0","7486.0","199.0","6546.0","2609.0","1940.0","4777.0","2998.0"
"2011-11-15","791.0","1424.0","819.0","7439.0","225.0","4314.0","2530.0","1936.0","4544.0","2760.0"
"2011-11-16","810.0","1530.0","823.0","7005.0","256.0","4167.0","2565.0","1850.0","4620.0","2608.0"
"2011-11-17","739.0","1400.0","936.0","7594.0","248.0","4219.0","2408.0","1858.0","4759.0","2567.0"
"2011-11-18","989.0","1142.0","710.0","5917.0","177.0","3510.0","1881.0","1437.0","4072.0","2098.0"
"2011-11-19","565.0","1400.0","565.0","5176.0","105.0","2956.0","1369.0","1148.0","3283.0","2175.0"
"2011-11-20","593.0","1229.0","649.0","5657.0","110.0","3176.0","1426.0","1233.0","3307.0","2387.0"
"2011-11-21","800.0","1355.0","825.0","7971.0","217.0","4183.0","2106.0","1741.0","4529.0","2734.0"
"2011-11-22","801.0","1409.0","867.0","8300.0","217.0","4281.0","2156.0","1816.0","4722.0","2770.0"
"2011-11-23","648.0","1199.0","710.0","6344.0","169.0","3862.0","1872.0","1445.0","4163.0","2368.0"
"2011-11-24","580.0","1176.0","623.0","5618.0","154.0","3300.0","1508.0","1321.0","3479.0","2316.0"
"2011-11-25","485.0","911.0","447.0","4857.0","118.0","2921.0","1337.0","1081.0","3153.0","2038.0"
"2011-11-26","483.0","1050.0","438.0","4790.0","95.0","3035.0","1257.0","1144.0","3127.0","2185.0"
"2011-11-27","514.0","1146.0","559.0","5218.0","101.0","3352.0","1603.0","1205.0","3361.0","2397.0"
"2011-11-28","699.0","1451.0","877.0","7222.0","195.0","4596.0","2250.0","1813.0","4616.0","2978.0"
"2011-11-29","682.0","1415.0","920.0","7473.0","210.0","5438.0","2631.0","1686.0","4645.0","2824.0"
"2011-11-30","748.0","1354.0","921.0","9127.0","211.0","4519.0","2590.0","1687.0","4608.0","2598.0"
"2011-12-01","682.0","1417.0","834.0","7580.0","220.0","4775.0","2611.0","1746.0","4418.0","2699.0"
"2011-12-02","525.0","1113.0","665.0","6140.0","215.0","3816.0","1897.0","1566.0","4098.0","2505.0"
"2011-12-03","430.0","941.0","432.0","5794.0","127.0","2995.0","1308.0","1255.0","3248.0","2101.0"
"2011-12-04","538.0","1273.0","761.0","5771.0","138.0","3441.0","1673.0","1485.0","4066.0","2463.0"
"2011-12-05","875.0","1460.0","900.0","7454.0","211.0","4313.0","2408.0","1749.0","4970.0","2869.0"
"2011-12-06","614.0","1506.0","759.0","6853.0","204.0","4460.0","2568.0","1726.0","4495.0","2821.0"
"2011-12-07","904.0","1583.0","864.0","7159.0","202.0","4508.0","2705.0","1945.0","4679.0","2781.0"
"2011-12-08","701.0","1480.0","869.0","6611.0","197.0","4290.0","2503.0","1854.0","4664.0","2712.0"
"2011-12-09","521.0","1373.0","664.0","5831.0","159.0","3622.0","2195.0","1586.0","4013.0","2251.0"
"2011-12-10","413.0","1023.0","479.0","4974.0","109.0","3105.0","1433.0","1347.0","3318.0","2132.0"
"2011-12-11","485.0","1184.0","610.0","5162.0","101.0","3293.0","1810.0","1478.0","3667.0","2493.0"
"2011-12-12","665.0","1246.0","787.0","6328.0","187.0","4142.0","2330.0","1636.0","4434.0","2743.0"
"2011-12-13","683.0","1303.0","929.0","6831.0","209.0","4685.0","2437.0","1791.0","4436.0","2893.0"
"2011-12-14","584.0","1313.0","844.0","6483.0","164.0","4341.0","2188.0","1692.0","4491.0","2316.0"
"2011-12-15","552.0","1137.0","668.0","6195.0","165.0","4137.0","1979.0","1525.0","15582.0","2179.0"
"2011-12-16","534.0","1010.0","494.0","5445.0","158.0","3536.0","1656.0","1241.0","6077.0","2113.0"
"2011-12-17","377.0","951.0","309.0","4767.0","90.0","2887.0","1064.0","871.0","6808.0","1980.0"
"2011-12-18","345.0","1030.0","316.0","4805.0","73.0","3270.0","1167.0","962.0","4449.0","2135.0"
"2011-12-19","510.0","1066.0","433.0","5811.0","149.0","4144.0","1431.0","1203.0","4576.0","2559.0"
"2011-12-20","498.0","1136.0","513.0","5465.0","158.0","4356.0","1428.0","1178.0","4183.0","2338.0"
"2011-12-21","462.0","1037.0","411.0","5059.0","151.0","4024.0","1290.0","1139.0","4160.0","2099.0"
"2011-12-22","389.0","1038.0","372.0","4999.0","155.0","3761.0","1151.0","1007.0","3979.0","2008.0"
"2011-12-23","21.0","50.0","17.0","264.0","5.0","208.0","42.0","46.0","266.0","114.0"
"2011-12-24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
