"date","Meningococcal_disease","Saliva","Neisseria_meningitidis","Meningitis","Meningococcal_vaccine","Common_cold","Gram-negative_bacteria","Disseminated_intravascular_coagulation","Sepsis","Rash"
"2014-09-13","467.0","647.0","619.0","3050.0","116.0","1516.0","1343.0","998.0","2506.0","566.0"
"2014-09-14","502.0","695.0","656.0","3246.0","154.0","1690.0","1543.0","1168.0","2446.0","685.0"
"2014-09-15","652.0","778.0","830.0","4103.0","189.0","2128.0","2318.0","1495.0","3661.0","770.0"
"2014-09-16","614.0","852.0","790.0","4897.0","231.0","2357.0","2373.0","1522.0","3600.0","800.0"
"2014-09-17","732.0","887.0","879.0","5482.0","277.0","2323.0","2452.0","1546.0","3881.0","799.0"
"2014-09-18","551.0","850.0","785.0","4448.0","220.0","2276.0","2280.0","1602.0","4453.0","850.0"
"2014-09-19","575.0","717.0","674.0","3577.0","248.0","1902.0","1846.0","1487.0","3538.0","713.0"
"2014-09-20","344.0","606.0","427.0","2739.0","140.0","1515.0","1238.0","1060.0","2692.0","583.0"
"2014-09-21","369.0","695.0","469.0","2800.0","171.0","1730.0","1641.0","962.0","2612.0","614.0"
"2014-09-22","491.0","812.0","625.0","3808.0","237.0","2267.0","2426.0","1203.0","3318.0","796.0"
"2014-09-23","576.0","833.0","665.0","3993.0","236.0","2317.0","3575.0","1191.0","3406.0","809.0"
"2014-09-24","591.0","864.0","707.0","3813.0","250.0","2260.0","2337.0","1254.0","3198.0","748.0"
"2014-09-25","866.0","862.0","722.0","3819.0","226.0","2206.0","2378.0","1322.0","3369.0","720.0"
"2014-09-26","447.0","712.0","519.0","2964.0","176.0","1853.0","1763.0","1172.0","2816.0","602.0"
"2014-09-27","333.0","559.0","337.0","2313.0","113.0","1473.0","1194.0","835.0","2020.0","519.0"
"2014-09-28","368.0","900.0","434.0","2612.0","128.0","1674.0","1622.0","992.0","2328.0","630.0"
"2014-09-29","566.0","971.0","651.0","3905.0","259.0","2418.0","2319.0","1270.0","3222.0","775.0"
"2014-09-30","511.0","874.0","620.0","3609.0","208.0","2253.0","2255.0","1264.0","3138.0","831.0"
"2014-10-01","511.0","894.0","615.0","5825.0","195.0","2403.0","2303.0","1440.0","3373.0","884.0"
"2014-10-02","480.0","823.0","629.0","3725.0","217.0","2311.0","2349.0","1335.0","3405.0","931.0"
"2014-10-03","640.0","707.0","551.0","3359.0","159.0","2111.0","1686.0","1192.0","3325.0","817.0"
"2014-10-04","538.0","567.0","347.0","2483.0","89.0","1658.0","1210.0","969.0","2316.0","623.0"
"2014-10-05","435.0","654.0","472.0","2725.0","98.0","2119.0","1378.0","1064.0","2489.0","657.0"
"2014-10-06","556.0","843.0","674.0","3733.0","193.0","2771.0","2349.0","1436.0","3285.0","916.0"
"2014-10-07","617.0","854.0","648.0","4136.0","196.0","2769.0","2539.0","1389.0","3482.0","1077.0"
"2014-10-08","593.0","904.0","656.0","4100.0","231.0","2737.0","2537.0","1681.0","3926.0","1135.0"
"2014-10-09","553.0","858.0","651.0","4035.0","269.0","2573.0","2245.0","1438.0","3293.0","1130.0"
"2014-10-10","502.0","785.0","642.0","3379.0","192.0","2407.0","1832.0","1350.0","3610.0","1033.0"
"2014-10-11","361.0","661.0","502.0","2813.0","91.0","1856.0","1272.0","962.0","2648.0","770.0"
"2014-10-12","445.0","786.0","633.0","3072.0","121.0","2058.0","1554.0","1117.0","2860.0","842.0"
"2014-10-13","572.0","855.0","721.0","4558.0","216.0","2642.0","5157.0","1366.0","3507.0","1060.0"
"2014-10-14","725.0","904.0","754.0","4536.0","229.0","3543.0","2310.0","1532.0","3664.0","1048.0"
"2014-10-15","646.0","819.0","718.0","5082.0","198.0","2482.0","2303.0","1689.0","3564.0","1119.0"
"2014-10-16","768.0","736.0","623.0","4124.0","178.0","2279.0","2040.0","1508.0","3110.0","943.0"
"2014-10-17","1217.0","698.0","640.0","5708.0","227.0","1990.0","1763.0","1283.0","2572.0","840.0"
"2014-10-18","934.0","578.0","452.0","4319.0","161.0","1439.0","1157.0","971.0","1962.0","621.0"
"2014-10-19","614.0","627.0","475.0","3115.0","140.0","1566.0","1280.0","1068.0","2032.0","669.0"
"2014-10-20","655.0","789.0","669.0","4476.0","221.0","3193.0","2084.0","1447.0","2898.0","832.0"
"2014-10-21","710.0","889.0","674.0","3798.0","208.0","2164.0","2133.0","1379.0","2921.0","669.0"
"2014-10-22","544.0","776.0","597.0","3526.0","166.0","1985.0","2030.0","1282.0","2966.0","562.0"
"2014-10-23","503.0","681.0","711.0","3895.0","210.0","1860.0","1965.0","1234.0","2974.0","680.0"
"2014-10-24","540.0","676.0","503.0","3687.0","179.0","1817.0","1581.0","1305.0","2689.0","616.0"
"2014-10-25","323.0","532.0","363.0","2350.0","80.0","1313.0","1107.0","788.0","1756.0","499.0"
"2014-10-26","343.0","626.0","443.0","2579.0","93.0","1443.0","1400.0","939.0","2091.0","540.0"
"2014-10-27","529.0","726.0","602.0","3544.0","169.0","2071.0","1959.0","1341.0","5014.0","649.0"
"2014-10-28","566.0","825.0","710.0","3788.0","226.0","2432.0","2101.0","1496.0","3572.0","652.0"
"2014-10-29","502.0","803.0","718.0","4565.0","230.0","2071.0","2014.0","1380.0","3318.0","644.0"
"2014-10-30","622.0","713.0","687.0","3551.0","243.0","2015.0","1892.0","1218.0","2819.0","592.0"
"2014-10-31","419.0","629.0","554.0","2891.0","184.0","1620.0","1562.0","1045.0","2456.0","684.0"
"2014-11-01","323.0","590.0","405.0","2262.0","110.0","1282.0","1019.0","807.0","1802.0","428.0"
"2014-11-02","367.0","632.0","451.0","2262.0","94.0","1488.0","1368.0","942.0","2069.0","484.0"
"2014-11-03","505.0","786.0","732.0","3324.0","173.0","2247.0","2088.0","1172.0","2879.0","571.0"
"2014-11-04","542.0","841.0","738.0","3732.0","214.0","2165.0","1964.0","1276.0","2949.0","636.0"
"2014-11-05","501.0","855.0","695.0","3339.0","215.0","2154.0","2082.0","1177.0","2921.0","525.0"
"2014-11-06","535.0","838.0","835.0","3437.0","286.0","2031.0","2037.0","1098.0","2985.0","610.0"
"2014-11-07","443.0","810.0","687.0","3126.0","164.0","1763.0","1655.0","1038.0","2987.0","531.0"
"2014-11-08","273.0","577.0","426.0","2087.0","99.0","1305.0","1185.0","796.0","2000.0","481.0"
"2014-11-09","315.0","618.0","466.0","2317.0","100.0","1488.0","1399.0","869.0","2056.0","442.0"
"2014-11-10","465.0","873.0","678.0","3304.0","188.0","2087.0","2031.0","1091.0","2843.0","590.0"
"2014-11-11","508.0","834.0","841.0","3609.0","193.0","2161.0","2021.0","1330.0","2879.0","722.0"
"2014-11-12","514.0","799.0","808.0","3466.0","191.0","2121.0","2005.0","1099.0","2786.0","582.0"
"2014-11-13","588.0","901.0","719.0","3305.0","199.0","2022.0","2126.0","1154.0","2888.0","533.0"
"2014-11-14","403.0","716.0","591.0","2746.0","163.0","1614.0","1544.0","936.0","2512.0","492.0"
"2014-11-15","314.0","712.0","441.0","2077.0","105.0","1435.0","1091.0","809.0","1852.0","450.0"
"2014-11-16","355.0","746.0","586.0","2285.0","108.0","1429.0","1434.0","960.0","1978.0","465.0"
"2014-11-17","534.0","839.0","695.0","3299.0","175.0","2249.0","1988.0","1098.0","3108.0","597.0"
"2014-11-18","489.0","875.0","720.0","3374.0","219.0","2288.0","1979.0","1029.0","2906.0","575.0"
"2014-11-19","520.0","986.0","719.0","3227.0","206.0","2124.0","2029.0","1076.0","2880.0","570.0"
"2014-11-20","469.0","825.0","707.0","3067.0","256.0","1970.0","1809.0","1321.0","2649.0","494.0"
"2014-11-21","368.0","722.0","592.0","2666.0","163.0","1669.0","1523.0","869.0","2388.0","473.0"
"2014-11-22","264.0","479.0","367.0","1897.0","92.0","1189.0","1004.0","672.0","1579.0","361.0"
"2014-11-23","353.0","572.0","505.0","2000.0","91.0","1345.0","1338.0","817.0","1806.0","515.0"
"2014-11-24","527.0","820.0","715.0","3145.0","143.0","1953.0","2069.0","996.0","2879.0","558.0"
"2014-11-25","443.0","733.0","694.0","2885.0","154.0","1975.0","1839.0","956.0","2496.0","592.0"
"2014-11-26","456.0","726.0","654.0","2864.0","150.0","1722.0","1626.0","843.0","2894.0","588.0"
"2014-11-27","367.0","633.0","526.0","2447.0","140.0","1464.0","1336.0","745.0","2078.0","450.0"
"2014-11-28","328.0","555.0","399.0","1938.0","139.0","1320.0","1156.0","786.0","2192.0","471.0"
"2014-11-29","269.0","518.0","391.0","1792.0","99.0","1221.0","926.0","723.0","1836.0","391.0"
"2014-11-30","232.0","557.0","388.0","1669.0","81.0","1149.0","1026.0","625.0","1683.0","352.0"
"2014-12-01","440.0","1032.0","716.0","3161.0","228.0","2072.0","1903.0","1024.0","2979.0","579.0"
"2014-12-02","454.0","912.0","674.0","3262.0","175.0","2094.0","2108.0","1006.0","2959.0","623.0"
"2014-12-03","504.0","856.0","695.0","3264.0","185.0","2144.0","2094.0","1020.0","2802.0","564.0"
"2014-12-04","483.0","816.0","748.0","3207.0","213.0","2181.0","2095.0","1032.0","2790.0","477.0"
"2014-12-05","349.0","695.0","503.0","2597.0","147.0","1747.0","1703.0","842.0","2472.0","1614.0"
"2014-12-06","289.0","575.0","455.0","1895.0","101.0","1341.0","1166.0","778.0","2010.0","383.0"
"2014-12-07","302.0","545.0","566.0","2182.0","99.0","1406.0","1265.0","808.0","1881.0","390.0"
"2014-12-08","481.0","750.0","777.0","4061.0","183.0","2038.0","1984.0","1055.0","3046.0","638.0"
"2014-12-09","417.0","776.0","686.0","3302.0","163.0","2210.0","1974.0","995.0","2568.0","615.0"
"2014-12-10","408.0","767.0","639.0","3068.0","153.0","2047.0","2491.0","1026.0","2556.0","586.0"
"2014-12-11","414.0","759.0","565.0","3076.0","160.0","1974.0","1839.0","981.0","2538.0","625.0"
"2014-12-12","323.0","594.0","504.0","2330.0","131.0","1650.0","1496.0","803.0","2225.0","431.0"
"2014-12-13","221.0","460.0","342.0","1736.0","80.0","1265.0","1013.0","614.0","1479.0","411.0"
"2014-12-14","262.0","546.0","396.0","1878.0","105.0","1391.0","1111.0","710.0","1763.0","471.0"
"2014-12-15","329.0","662.0","463.0","2816.0","144.0","1924.0","1472.0","869.0","2418.0","542.0"
"2014-12-16","404.0","713.0","478.0","2629.0","155.0","2023.0","1442.0","865.0","2594.0","540.0"
"2014-12-17","312.0","623.0","452.0","2789.0","144.0","1938.0","1329.0","755.0","2597.0","467.0"
"2014-12-18","305.0","546.0","427.0","2627.0","141.0","1908.0","2704.0","808.0","2781.0","492.0"
"2014-12-19","249.0","451.0","300.0","2391.0","124.0","1623.0","996.0","585.0","2334.0","424.0"
"2014-12-20","236.0","360.0","256.0","1723.0","70.0","1269.0","650.0","424.0","1955.0","374.0"
"2014-12-21","197.0","343.0","241.0","1537.0","55.0","1202.0","572.0","448.0","1592.0","285.0"
"2014-12-22","227.0","438.0","266.0","1960.0","116.0","1655.0","971.0","572.0","2236.0","406.0"
"2014-12-23","356.0","479.0","268.0","1958.0","104.0","1562.0","871.0","542.0","2122.0","458.0"
"2014-12-24","284.0","365.0","276.0","1501.0","92.0","1205.0","656.0","462.0","1616.0","349.0"
"2014-12-25","145.0","300.0","155.0","1107.0","45.0","826.0","456.0","298.0","1222.0","243.0"
"2014-12-26","144.0","398.0","177.0","1392.0","60.0","1294.0","620.0","435.0","1543.0","287.0"
"2014-12-27","186.0","356.0","205.0","1470.0","52.0","1284.0","608.0","439.0","1444.0","355.0"
"2014-12-28","182.0","397.0","232.0","1384.0","69.0","1425.0","660.0","546.0","1473.0","343.0"
"2014-12-29","251.0","425.0","311.0","1811.0","130.0","1855.0","914.0","581.0","2046.0","428.0"
"2014-12-30","211.0","409.0","273.0","1899.0","96.0","1785.0","931.0","564.0","2092.0","428.0"
"2014-12-31","194.0","390.0","217.0","1565.0","73.0","1611.0","687.0","491.0","1806.0","393.0"
"2015-01-01","159.0","372.0","197.0","1236.0","51.0","1272.0","557.0","397.0","1594.0","294.0"
"2015-01-02","239.0","476.0","270.0","1797.0","87.0","1655.0","812.0","617.0","2184.0","423.0"
"2015-01-03","185.0","447.0","275.0","1705.0","83.0","1446.0","719.0","560.0","1932.0","352.0"
"2015-01-04","215.0","435.0","325.0","1698.0","75.0","1465.0","850.0","609.0","2124.0","362.0"
"2015-01-05","579.0","609.0","417.0","2527.0","143.0","2191.0","1121.0","796.0","2813.0","492.0"
"2015-01-06","509.0","605.0","437.0","2514.0","160.0","2475.0","1342.0","1388.0","2753.0","574.0"
"2015-01-07","428.0","709.0","440.0","2750.0","155.0","2219.0","1738.0","841.0","2703.0","571.0"
"2015-01-08","386.0","604.0","403.0","2454.0","145.0","2182.0","2436.0","905.0","2571.0","499.0"
"2015-01-09","375.0","558.0","382.0","2448.0","203.0","1789.0","2045.0","770.0","2450.0","474.0"
"2015-01-10","248.0","455.0","372.0","2061.0","96.0","1374.0","966.0","652.0","1932.0","356.0"
"2015-01-11","279.0","516.0","397.0","1996.0","87.0","1370.0","1107.0","678.0","2004.0","352.0"
"2015-01-12","405.0","650.0","499.0","2775.0","142.0","1871.0","1856.0","939.0","3007.0","455.0"
"2015-01-13","435.0","665.0","540.0","2776.0","200.0","1913.0","1696.0","926.0","2779.0","494.0"
"2015-01-14","421.0","625.0","473.0","2688.0","226.0","1853.0","1617.0","855.0","2662.0","449.0"
"2015-01-15","449.0","564.0","483.0","2940.0","206.0","1860.0","1653.0","883.0","4047.0","527.0"
"2015-01-16","362.0","551.0","450.0","2519.0","151.0","1620.0","1375.0","867.0","7929.0","433.0"
"2015-01-17","452.0","402.0","393.0","2077.0","104.0","1123.0","903.0","668.0","3356.0","411.0"
"2015-01-18","329.0","523.0","415.0","1973.0","90.0","1294.0","1047.0","792.0","2394.0","364.0"
"2015-01-19","448.0","650.0","531.0","2816.0","162.0","1585.0","1606.0","1021.0","2868.0","462.0"
"2015-01-20","461.0","626.0","567.0","4047.0","246.0","2099.0","1874.0","1093.0","2909.0","583.0"
"2015-01-21","458.0","679.0","462.0","3004.0","229.0","1686.0","1798.0","980.0","3224.0","481.0"
"2015-01-22","451.0","698.0","722.0","3155.0","241.0","1819.0","1879.0","955.0","3646.0","497.0"
"2015-01-23","886.0","545.0","492.0","2993.0","219.0","1587.0","1420.0","815.0","2687.0","429.0"
"2015-01-24","258.0","408.0","323.0","1986.0","122.0","1098.0","893.0","671.0","1793.0","319.0"
"2015-01-25","323.0","533.0","416.0","2208.0","143.0","1263.0","1307.0","826.0","1897.0","384.0"
"2015-01-26","980.0","677.0","639.0","3886.0","231.0","1768.0","2027.0","1000.0","2725.0","480.0"
"2015-01-27","678.0","717.0","567.0","3696.0","267.0","1860.0","1960.0","979.0","2800.0","471.0"
"2015-01-28","546.0","692.0","649.0","3393.0","294.0","1870.0","2160.0","959.0","3163.0","434.0"
"2015-01-29","434.0","685.0","667.0","3489.0","292.0","1850.0","1841.0","1036.0","3226.0","410.0"
"2015-01-30","494.0","556.0","514.0","3015.0","181.0","1550.0","1550.0","929.0","3189.0","430.0"
"2015-01-31","223.0","323.0","282.0","1558.0","93.0","847.0","727.0","482.0","1726.0","265.0"
"2015-02-01","304.0","489.0","372.0","2030.0","122.0","1171.0","1204.0","695.0","1811.0","318.0"
"2015-02-02","636.0","687.0","717.0","4120.0","257.0","1818.0","1878.0","883.0","2612.0","438.0"
"2015-02-03","502.0","638.0","674.0","3682.0","249.0","1877.0","2002.0","947.0","2790.0","506.0"
"2015-02-04","545.0","756.0","691.0","3312.0","274.0","1832.0","2042.0","976.0","2704.0","410.0"
"2015-02-05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2015-02-06","571.0","601.0","708.0","3166.0","279.0","1706.0","1455.0","861.0","2582.0","552.0"
"2015-02-07","394.0","478.0","370.0","2315.0","131.0","1204.0","1117.0","722.0","2100.0","431.0"
"2015-02-08","359.0","622.0","428.0","2210.0","169.0","1239.0","1260.0","854.0","1928.0","423.0"
"2015-02-09","672.0","759.0","594.0","3182.0","239.0","1761.0","1965.0","969.0","2746.0","553.0"
"2015-02-10","670.0","743.0","543.0","3208.0","238.0","2248.0","2177.0","1027.0","2891.0","512.0"
"2015-02-11","1264.0","711.0","625.0","3490.0","244.0","1993.0","2097.0","1041.0","2903.0","485.0"
"2015-02-12","774.0","639.0","531.0","3769.0","223.0","1785.0","32935.0","1033.0","2731.0","467.0"
"2015-02-13","588.0","578.0","527.0","3345.0","221.0","1548.0","1561.0","874.0","2462.0","375.0"
"2015-02-14","414.0","428.0","364.0","2333.0","136.0","1166.0","928.0","677.0","1653.0","367.0"
"2015-02-15","322.0","524.0","300.0","2168.0","126.0","1188.0","1128.0","762.0","1732.0","341.0"
"2015-02-16","397.0","605.0","445.0","3023.0","196.0","1574.0","1733.0","1020.0","2472.0","422.0"
"2015-02-17","451.0","623.0","557.0","19464.0","232.0","1693.0","1858.0","1114.0","2858.0","484.0"
"2015-02-18","646.0","663.0","504.0","3152.0","230.0","1873.0","1744.0","1071.0","2561.0","431.0"
"2015-02-19","617.0","643.0","661.0","3062.0","268.0","1639.0","1882.0","1012.0","2690.0","458.0"
"2015-02-20","505.0","561.0","549.0","2985.0","224.0","1745.0","1515.0","911.0","2299.0","344.0"
"2015-02-21","492.0","475.0","387.0","2252.0","142.0","1185.0","974.0","727.0","2443.0","357.0"
"2015-02-22","427.0","543.0","352.0","2420.0","118.0","1277.0","1207.0","916.0","2128.0","344.0"
"2015-02-23","905.0","718.0","696.0","3533.0","238.0","1865.0","1900.0","1144.0","2855.0","444.0"
"2015-02-24","760.0","785.0","605.0","3308.0","281.0","1812.0","2049.0","1055.0","2875.0","590.0"
"2015-02-25","635.0","645.0","634.0","3362.0","239.0","2484.0","2039.0","1187.0","2816.0","517.0"
"2015-02-26","500.0","641.0","570.0","2914.0","243.0","1654.0","1793.0","1009.0","2544.0","465.0"
"2015-02-27","489.0","642.0","626.0","2799.0","252.0","1664.0","1426.0","1145.0","2307.0","469.0"
"2015-02-28","395.0","490.0","378.0","1894.0","187.0","1175.0","957.0","727.0","1731.0","408.0"
"2015-03-01","368.0","560.0","467.0","2082.0","139.0","1220.0","1174.0","828.0","1901.0","378.0"
"2015-03-02","473.0","793.0","573.0","2997.0","229.0","1676.0","1774.0","1012.0","2710.0","496.0"
"2015-03-03","566.0","695.0","645.0","3127.0","293.0","1768.0","1909.0","1122.0","2899.0","498.0"
"2015-03-04","482.0","705.0","591.0","2990.0","215.0","1756.0","1892.0","1102.0","2831.0","433.0"
