"date","Malaria","Malaria_vaccine","Protozoa","Plasmodium","Fever","Jaundice","Epileptic_seizure","Anopheles","Plasmodium_falciparum","Sepsis"
"2011-05-06","5746.0","196.0","1636.0","738.0","3341.0","4350.0","1670.0","391.0","612.0","3558.0"
"2011-05-07","4139.0","145.0","1037.0","444.0","2775.0","3589.0","1284.0","245.0","433.0","2802.0"
"2011-05-08","5020.0","171.0","1353.0","589.0","3039.0","3661.0","1432.0","321.0","481.0","3061.0"
"2011-05-09","6700.0","256.0","1866.0","836.0","3700.0","4854.0","1683.0","415.0","680.0","4691.0"
"2011-05-10","6841.0","266.0","1975.0","882.0","3733.0","4863.0","1697.0","419.0","608.0","4249.0"
"2011-05-11","6753.0","251.0","1847.0","916.0","3761.0","4833.0","1773.0","394.0","614.0","4191.0"
"2011-05-12","6625.0","230.0","1701.0","730.0","3698.0","4516.0","1663.0","397.0","644.0","4116.0"
"2011-05-13","5805.0","180.0","1497.0","664.0","3062.0","3947.0","1532.0","283.0","505.0","4144.0"
"2011-05-14","3870.0","140.0","970.0","512.0","2712.0","3570.0","1289.0","236.0","410.0","3811.0"
"2011-05-15","5113.0","158.0","1317.0","539.0","3350.0","3907.0","1448.0","306.0","468.0","3598.0"
"2011-05-16","6823.0","207.0","1750.0","760.0","3783.0","4789.0","1674.0","427.0","669.0","4522.0"
"2011-05-17","7401.0","244.0","1835.0","802.0","3669.0","4642.0","1664.0","379.0","694.0","4387.0"
"2011-05-18","6804.0","226.0","1700.0","709.0","3670.0","4737.0","1784.0","373.0","584.0","4414.0"
"2011-05-19","6591.0","219.0","1811.0","754.0","3682.0","4505.0","1632.0","372.0","544.0","4316.0"
"2011-05-20","5626.0","203.0","1443.0","637.0","3168.0","4177.0","1519.0","339.0","486.0","4247.0"
"2011-05-21","4008.0","124.0","993.0","408.0","2509.0","3249.0","1162.0","251.0","365.0","3074.0"
"2011-05-22","4692.0","142.0","1234.0","527.0","3063.0","3759.0","1455.0","303.0","475.0","4770.0"
"2011-05-23","6871.0","232.0","1838.0","660.0","3764.0","4842.0","1832.0","458.0","567.0","8506.0"
"2011-05-24","6656.0","206.0","1705.0","688.0","3602.0","4419.0","1606.0","390.0","564.0","6466.0"
"2011-05-25","6398.0","223.0","1657.0","656.0","3556.0","4311.0","1605.0","356.0","553.0","4732.0"
"2011-05-26","6365.0","211.0","1522.0","678.0","3363.0","4657.0","1595.0","376.0","588.0","4459.0"
"2011-05-27","5033.0","146.0","1263.0","499.0","2839.0","3805.0","1371.0","242.0","443.0","11807.0"
"2011-05-28","3684.0","89.0","861.0","292.0","2573.0","3190.0","1262.0","207.0","320.0","9758.0"
"2011-05-29","4711.0","123.0","1070.0","443.0","3492.0","3642.0","1231.0","258.0","335.0","4786.0"
"2011-05-30","6152.0","160.0","1357.0","537.0","4049.0","4084.0","1362.0","328.0","527.0","4206.0"
"2011-05-31","7009.0","242.0","1603.0","634.0","4533.0","4734.0","1817.0","378.0","610.0","5021.0"
"2011-06-01","6347.0","234.0","1541.0","580.0","4354.0","4330.0","1635.0","345.0","594.0","4573.0"
"2011-06-02","5985.0","193.0","1562.0","587.0","4042.0","4123.0","1469.0","348.0","540.0","4110.0"
"2011-06-03","4631.0","181.0","1300.0","540.0","3299.0","3892.0","1467.0","281.0","439.0","4000.0"
"2011-06-04","3815.0","129.0","1028.0","331.0","2731.0","3408.0","1339.0","258.0","347.0","3160.0"
"2011-06-05","4211.0","156.0","1129.0","399.0","2898.0","3385.0","1304.0","274.0","382.0","3263.0"
"2011-06-06","5624.0","227.0","1759.0","575.0","3679.0","4101.0","1528.0","372.0","470.0","4099.0"
"2011-06-07","5777.0","199.0","1643.0","569.0","3523.0","5142.0","1504.0","378.0","562.0","4105.0"
"2011-06-08","5603.0","237.0","1544.0","547.0","3839.0","4272.0","1560.0","345.0","545.0","4226.0"
"2011-06-09","5459.0","234.0","1447.0","537.0","3197.0","4185.0","1513.0","326.0","540.0","4097.0"
"2011-06-10","4722.0","177.0","1255.0","439.0","3000.0","4076.0","1511.0","296.0","429.0","3616.0"
"2011-06-11","3645.0","139.0","967.0","322.0","2649.0","3242.0","1238.0","207.0","329.0","3121.0"
"2011-06-12","4061.0","142.0","1183.0","355.0","2992.0","3349.0","1238.0","253.0","347.0","3209.0"
"2011-06-13","5761.0","237.0","1527.0","477.0","3730.0","4412.0","1560.0","328.0","460.0","4325.0"
"2011-06-14","5098.0","210.0","1436.0","476.0","3312.0","4158.0","1293.0","249.0","442.0","3675.0"
"2011-06-15","5669.0","204.0","1653.0","455.0","3868.0","4719.0","1643.0","331.0","508.0","4643.0"
"2011-06-16","4863.0","160.0","1453.0","501.0","3457.0","4143.0","1476.0","292.0","500.0","4212.0"
"2011-06-17","4841.0","163.0","1282.0","414.0","3170.0","3984.0","1414.0","398.0","408.0","3959.0"
"2011-06-18","3413.0","97.0","975.0","285.0","2560.0","3219.0","1170.0","191.0","311.0","2944.0"
"2011-06-19","4269.0","118.0","1132.0","376.0","3409.0","3571.0","1396.0","241.0","418.0","3226.0"
"2011-06-20","5364.0","162.0","1560.0","574.0","3797.0","4298.0","1558.0","341.0","453.0","4331.0"
"2011-06-21","5653.0","173.0","1449.0","555.0","3903.0","4454.0","1557.0","353.0","563.0","4386.0"
"2011-06-22","5761.0","169.0","1477.0","543.0","4099.0","4558.0","1584.0","361.0","562.0","4612.0"
"2011-06-23","5335.0","164.0","1449.0","519.0","3892.0","4646.0","1659.0","306.0","491.0","4287.0"
"2011-06-24","4595.0","157.0","1156.0","377.0","3385.0","3800.0","1560.0","274.0","338.0","3925.0"
"2011-06-25","3564.0","81.0","957.0","286.0","2779.0","3083.0","1226.0","208.0","261.0","2891.0"
"2011-06-26","3990.0","103.0","1077.0","343.0","3102.0","3530.0","1248.0","226.0","315.0","3321.0"
"2011-06-27","5218.0","169.0","1450.0","445.0","3852.0","4076.0","1613.0","296.0","451.0","4189.0"
"2011-06-28","5523.0","183.0","1447.0","492.0","3864.0","4233.0","1605.0","348.0","491.0","4389.0"
"2011-06-29","5447.0","183.0","1451.0","623.0","3712.0","4084.0","1518.0","319.0","509.0","4282.0"
"2011-06-30","5125.0","107.0","1296.0","458.0","3343.0","3687.0","1389.0","319.0","441.0","6168.0"
"2011-07-01","4565.0","137.0","1085.0","342.0","3152.0","3690.0","1387.0","234.0","431.0","3817.0"
"2011-07-02","3588.0","95.0","902.0","323.0","2899.0","3231.0","1286.0","220.0","311.0","2952.0"
"2011-07-03","5333.0","91.0","1091.0","325.0","2928.0","3017.0","1173.0","268.0","290.0","2795.0"
"2011-07-04","4920.0","139.0","1227.0","433.0","3571.0","3693.0","1525.0","348.0","393.0","3830.0"
"2011-07-05","5211.0","129.0","1301.0","477.0","3755.0","3879.0","1556.0","323.0","418.0","4007.0"
"2011-07-06","5920.0","119.0","1267.0","510.0","3835.0","4561.0","1575.0","381.0","456.0","4257.0"
"2011-07-07","5342.0","149.0","1293.0","450.0","3696.0","4164.0","1646.0","350.0","472.0","4137.0"
"2011-07-08","4429.0","149.0","1060.0","380.0","3314.0","3871.0","1488.0","284.0","452.0","4317.0"
"2011-07-09","3713.0","102.0","848.0","254.0","2791.0","3154.0","1203.0","209.0","300.0","2975.0"
"2011-07-10","4028.0","121.0","1058.0","333.0","2994.0","3238.0","1248.0","240.0","336.0","2911.0"
"2011-07-11","5252.0","185.0","1440.0","437.0","3820.0","4091.0","1598.0","325.0","495.0","3910.0"
"2011-07-12","5609.0","158.0","1416.0","482.0","3982.0","4545.0","1643.0","342.0","439.0","4217.0"
"2011-07-13","5173.0","144.0","1185.0","457.0","3477.0","3984.0","1482.0","291.0","470.0","3788.0"
"2011-07-14","5114.0","150.0","1207.0","423.0","3453.0","3826.0","1517.0","322.0","422.0","3867.0"
"2011-07-15","6223.0","129.0","1122.0","382.0","3048.0","3615.0","1333.0","316.0","500.0","3516.0"
"2011-07-16","3751.0","108.0","900.0","291.0","2626.0","3061.0","1196.0","228.0","340.0","2826.0"
"2011-07-17","3971.0","102.0","1392.0","347.0","3003.0","3231.0","1301.0","263.0","496.0","3007.0"
"2011-07-18","5592.0","161.0","1440.0","450.0","4012.0","4336.0","1687.0","333.0","492.0","4084.0"
"2011-07-19","5193.0","143.0","1320.0","438.0","3734.0","4256.0","1659.0","363.0","500.0","4088.0"
"2011-07-20","5284.0","167.0","1484.0","464.0","3828.0","4076.0","1569.0","395.0","455.0","4176.0"
"2011-07-21","5042.0","136.0","1251.0","411.0","3545.0","3842.0","1435.0","400.0","395.0","3868.0"
"2011-07-22","4417.0","142.0","1049.0","353.0","3163.0","3798.0","1430.0","312.0","355.0","4004.0"
"2011-07-23","3796.0","118.0","906.0","282.0","2653.0","3030.0","1296.0","253.0","295.0","3026.0"
"2011-07-24","4022.0","118.0","1000.0","313.0","2788.0","3491.0","1670.0","257.0","305.0","2794.0"
"2011-07-25","5095.0","204.0","1228.0","415.0","3632.0","4157.0","1663.0","339.0","411.0","4397.0"
"2011-07-26","5646.0","185.0","1303.0","452.0","3952.0","4399.0","1880.0","358.0","514.0","8572.0"
"2011-07-27","5277.0","148.0","1310.0","444.0","3899.0","4243.0","1706.0","302.0","422.0","5297.0"
"2011-07-28","5760.0","190.0","1269.0","507.0","3884.0","4488.0","1732.0","371.0","478.0","4593.0"
"2011-07-29","4426.0","165.0","1026.0","330.0","3410.0","3810.0","1569.0","263.0","392.0","3889.0"
"2011-07-30","3755.0","82.0","857.0","307.0","2825.0","3258.0","1383.0","201.0","318.0","3021.0"
"2011-07-31","4227.0","124.0","1004.0","327.0","3119.0","3145.0","1388.0","322.0","352.0","3287.0"
"2011-08-01","4964.0","135.0","1181.0","386.0","3499.0","4294.0","1552.0","351.0","424.0","3981.0"
"2011-08-02","5433.0","152.0","1333.0","416.0","3856.0","4296.0","1717.0","375.0","483.0","4259.0"
"2011-08-03","5539.0","166.0","1290.0","499.0","3893.0","4405.0","1865.0","353.0","521.0","4459.0"
"2011-08-04","5203.0","154.0","1366.0","516.0","3880.0","4385.0","1861.0","352.0","497.0","4303.0"
"2011-08-05","5016.0","142.0","1130.0","446.0","3754.0","3855.0","1597.0","338.0","465.0","4150.0"
"2011-08-06","3802.0","101.0","924.0","295.0","2841.0","3297.0","1284.0","321.0","309.0","3136.0"
"2011-08-07","4099.0","116.0","1076.0","341.0","3022.0","3292.0","1495.0","312.0","364.0","3149.0"
"2011-08-08","5065.0","169.0","1171.0","508.0","3579.0","4112.0","1670.0","397.0","506.0","3890.0"
"2011-08-09","5295.0","154.0","1248.0","461.0","3680.0","3927.0","1738.0","417.0","516.0","3953.0"
"2011-08-10","5137.0","159.0","1278.0","455.0","3425.0","4038.0","1546.0","473.0","515.0","4202.0"
"2011-08-11","5181.0","146.0","1182.0","435.0","3183.0","3781.0","1415.0","394.0","495.0","3810.0"
"2011-08-12","4270.0","120.0","959.0","365.0","2988.0","3186.0","1470.0","287.0","409.0","3369.0"
"2011-08-13","3853.0","121.0","899.0","342.0","2736.0","3296.0","1190.0","272.0","315.0","6431.0"
"2011-08-14","3971.0","131.0","1007.0","334.0","2995.0","3116.0","1276.0","316.0","342.0","4999.0"
"2011-08-15","4896.0","133.0","1311.0","409.0","3274.0","3889.0","1373.0","373.0","454.0","4263.0"
"2011-08-16","5247.0","145.0","1492.0","391.0","3606.0","4054.0","1460.0","340.0","440.0","3889.0"
"2011-08-17","4940.0","153.0","1685.0","462.0","3374.0","3796.0","1376.0","315.0","486.0","3657.0"
"2011-08-18","4882.0","148.0","1841.0","427.0","2948.0","3411.0","1359.0","404.0","409.0","3380.0"
"2011-08-19","4646.0","120.0","1444.0","412.0","3077.0","3615.0","1435.0","380.0","443.0","3789.0"
"2011-08-20","3934.0","128.0","1038.0","320.0","2793.0","3165.0","1194.0","262.0","327.0","2972.0"
"2011-08-21","4208.0","119.0","1230.0","360.0","3048.0","3051.0","1286.0","304.0","377.0","3057.0"
"2011-08-22","5102.0","159.0","1353.0","461.0","3419.0","3706.0","1422.0","410.0","437.0","3945.0"
"2011-08-23","5387.0","145.0","1603.0","415.0","3388.0","3965.0","1451.0","556.0","471.0","4035.0"
"2011-08-24","4768.0","132.0","1687.0","440.0","3279.0","3451.0","1499.0","320.0","443.0","3579.0"
"2011-08-25","5194.0","154.0","1570.0","476.0","3302.0","4184.0","1482.0","379.0","534.0","3560.0"
"2011-08-26","4272.0","117.0","1293.0","426.0","3087.0","3631.0","1299.0","355.0","358.0","3790.0"
"2011-08-27","3858.0","101.0","979.0","340.0","3259.0","13006.0","1179.0","314.0","345.0","2794.0"
"2011-08-28","3915.0","119.0","1175.0","345.0","2934.0","4348.0","1254.0","314.0","361.0","2859.0"
"2011-08-29","4463.0","119.0","1400.0","452.0","3080.0","3320.0","1344.0","374.0","441.0","3278.0"
"2011-08-30","4626.0","139.0","1504.0","413.0","3091.0","3693.0","1384.0","354.0","516.0","3647.0"
"2011-08-31","4529.0","132.0","1594.0","529.0","3149.0","3584.0","1357.0","376.0","474.0","3656.0"
"2011-09-01","4542.0","153.0","1681.0","541.0","3136.0","3507.0","1378.0","329.0","486.0","3482.0"
"2011-09-02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-09-03","3521.0","97.0","1031.0","326.0","2540.0","2886.0","1138.0","327.0","301.0","2811.0"
"2011-09-04","3607.0","111.0","1268.0","413.0","2819.0","3132.0","1044.0","272.0","362.0","2886.0"
"2011-09-05","4304.0","104.0","1248.0","443.0","3003.0","3406.0","1188.0","312.0","434.0","3331.0"
"2011-09-06","4972.0","155.0","1772.0","637.0","3401.0","3226.0","1303.0","343.0","546.0","3593.0"
"2011-09-07","4771.0","122.0","1795.0","623.0","3201.0","3142.0","1280.0","363.0","506.0","3532.0"
"2011-09-08","4781.0","149.0","1834.0","649.0","3626.0","3110.0","1353.0","349.0","517.0","3830.0"
"2011-09-09","4403.0","228.0","1491.0","468.0","3415.0","3088.0","1383.0","333.0","482.0","3663.0"
"2011-09-10","3796.0","99.0","1130.0","404.0","3019.0","2866.0","1328.0","329.0","349.0","3035.0"
"2011-09-11","3985.0","119.0","1436.0","474.0","2965.0","2759.0","1849.0","316.0","371.0","2991.0"
"2011-09-12","4950.0","137.0","1746.0","661.0","3591.0","3319.0","1472.0","374.0","536.0","3641.0"
"2011-09-13","4934.0","147.0","1853.0","700.0","3337.0","3325.0","1626.0","367.0","499.0","3727.0"
"2011-09-14","5140.0","131.0","1954.0","694.0","3517.0","3361.0","1561.0","416.0","492.0","3785.0"
"2011-09-15","5229.0","160.0","1930.0","810.0","3504.0","3480.0","1500.0","395.0","611.0","4274.0"
"2011-09-16","4531.0","160.0","1645.0","615.0","3274.0","3115.0","1359.0","328.0","524.0","3545.0"
"2011-09-17","4493.0","132.0","2161.0","515.0","3072.0","3196.0","1253.0","317.0","411.0","3075.0"
"2011-09-18","4158.0","115.0","1856.0","523.0","3032.0","3524.0","1199.0","284.0","402.0","3079.0"
"2011-09-19","5308.0","175.0","2082.0","712.0","3734.0","3815.0","1499.0","325.0","589.0","3867.0"
"2011-09-20","5419.0","162.0","2012.0","691.0","4165.0","3500.0","1471.0","398.0","564.0","4010.0"
"2011-09-21","5016.0","193.0","2024.0","708.0","4537.0","3354.0","1474.0","336.0","572.0","3494.0"
"2011-09-22","5567.0","155.0","2078.0","773.0","3928.0","3354.0","1506.0","401.0","1136.0","3793.0"
"2011-09-23","4675.0","145.0","1643.0","568.0","3442.0","3026.0","1295.0","326.0","516.0","3448.0"
"2011-09-24","3836.0","115.0","1411.0","411.0","3269.0","3022.0","1210.0","282.0","391.0","3310.0"
"2011-09-25","4385.0","124.0","1496.0","571.0","3335.0","3054.0","1152.0","338.0","515.0","3078.0"
"2011-09-26","5258.0","189.0","1988.0","703.0","3892.0","3751.0","1473.0","370.0","584.0","3781.0"
"2011-09-27","5109.0","170.0","1979.0","793.0","3868.0","3384.0","1401.0","367.0","581.0","3755.0"
"2011-09-28","5459.0","188.0","1910.0","780.0","3820.0","3781.0","1399.0","333.0","604.0","4023.0"
"2011-09-29","5484.0","211.0","2075.0","884.0","4332.0","3711.0","1495.0","413.0","695.0","4368.0"
"2011-09-30","4945.0","136.0","1777.0","684.0","4047.0","3451.0","1503.0","419.0","575.0","6977.0"
"2011-10-01","4644.0","143.0","1283.0","575.0","3559.0","3291.0","1305.0","275.0","484.0","5535.0"
"2011-10-02","4776.0","145.0","1674.0","733.0","3769.0","3371.0","1360.0","365.0","558.0","4690.0"
"2011-10-03","5944.0","179.0","2138.0","907.0","4439.0","3972.0","1637.0","425.0","720.0","5145.0"
"2011-10-04","6118.0","198.0","2188.0","988.0","4379.0","3864.0","1555.0","423.0","772.0","4934.0"
"2011-10-05","6002.0","214.0","2223.0","964.0","4318.0","4173.0","1527.0","397.0","689.0","5000.0"
"2011-10-06","5619.0","184.0","1950.0","741.0","3847.0","5726.0","1507.0","328.0","625.0","4259.0"
"2011-10-07","5024.0","168.0","1758.0","663.0","3698.0","4514.0","1460.0","303.0","492.0","4009.0"
"2011-10-08","4310.0","114.0","1308.0","471.0","3161.0","3413.0","1292.0","245.0","423.0","3462.0"
"2011-10-09","5152.0","146.0","1515.0","636.0","3697.0","3725.0","1366.0","364.0","489.0","3708.0"
"2011-10-10","5754.0","187.0","1972.0","759.0","4149.0","4005.0","1564.0","410.0","604.0","4251.0"
"2011-10-11","6308.0","195.0","2138.0","836.0","4246.0","4706.0","1478.0","470.0","686.0","4456.0"
"2011-10-12","6107.0","206.0","2133.0","856.0","4453.0","4382.0","1588.0","487.0","643.0","4474.0"
"2011-10-13","6371.0","191.0","2180.0","923.0","4270.0","3966.0","1629.0","460.0","735.0","4663.0"
"2011-10-14","5794.0","182.0","1882.0","796.0","4066.0","4234.0","2561.0","365.0","590.0","5972.0"
"2011-10-15","3778.0","135.0","1312.0","501.0","3014.0","3139.0","3773.0","360.0","419.0","4558.0"
"2011-10-16","4392.0","158.0","1529.0","614.0","3261.0","3145.0","1901.0","328.0","455.0","3504.0"
"2011-10-17","5986.0","219.0","2095.0","971.0","4489.0","4218.0","2061.0","372.0","775.0","4802.0"
"2011-10-18","8129.0","562.0","2177.0","1032.0","4503.0","4498.0","1822.0","471.0","766.0","4606.0"
"2011-10-19","10284.0","1155.0","2035.0","1060.0","4267.0","4221.0","1809.0","555.0","931.0","4616.0"
"2011-10-20","0.0","0.0","0.0","0.0","4216.0","0.0","1748.0","450.0","0.0","0.0"
"2011-10-21","5559.0","384.0","1649.0","774.0","3585.0","3618.0","1578.0","397.0","664.0","4941.0"
"2011-10-22","3622.0","245.0","1102.0","461.0","2765.0","2736.0","1171.0","275.0","435.0","2729.0"
"2011-10-23","6006.0","257.0","1467.0","599.0","3388.0","3167.0","1157.0","340.0","544.0","3248.0"
"2011-10-24","5981.0","312.0","2080.0","869.0","4064.0","3887.0","1563.0","437.0","739.0","4373.0"
"2011-10-25","6013.0","351.0","2012.0","900.0","4169.0","3801.0","1642.0","451.0","612.0","4622.0"
"2011-10-26","6717.0","979.0","2301.0","997.0","4662.0","4377.0","1798.0","464.0","902.0","5208.0"
"2011-10-27","7428.0","790.0","2218.0","986.0","4624.0","4471.0","1703.0","520.0","814.0","5024.0"
"2011-10-28","5385.0","741.0","1545.0","728.0","3814.0","3628.0","1638.0","396.0","595.0","4262.0"
"2011-10-29","3939.0","513.0","1182.0","511.0","3248.0","3232.0","1403.0","268.0","461.0","3332.0"
"2011-10-30","4927.0","450.0","1515.0","678.0","3374.0","3460.0","1405.0","357.0","547.0","3605.0"
"2011-10-31","6817.0","567.0","2052.0","949.0","4579.0","4432.0","2333.0","554.0","705.0","5760.0"
"2011-11-01","6763.0","631.0","2184.0","1006.0","4904.0","4379.0","2099.0","510.0","772.0","4778.0"
"2011-11-02","7248.0","380.0","2263.0","1012.0","5137.0","4773.0","2089.0","586.0","837.0","4718.0"
"2011-11-03","6743.0","277.0","2093.0","1002.0","4657.0","4666.0","1813.0","522.0","728.0","4799.0"
"2011-11-04","5433.0","228.0","1701.0","721.0","4216.0","3901.0","1616.0","438.0","620.0","4179.0"
"2011-11-05","4245.0","151.0","1254.0","617.0","3344.0","3312.0","1341.0","297.0","473.0","3172.0"
"2011-11-06","5106.0","191.0","1608.0","764.0","3856.0","3567.0","1491.0","425.0","610.0","3689.0"
"2011-11-07","6974.0","254.0","2085.0","962.0","4534.0","4357.0","2089.0","510.0","873.0","4505.0"
"2011-11-08","7286.0","230.0","2437.0","1121.0","4844.0","4878.0","2011.0","563.0","829.0","4898.0"
"2011-11-09","7284.0","259.0","2259.0","1147.0","5148.0","4825.0","1940.0","584.0","786.0","4925.0"
"2011-11-10","7781.0","310.0","2179.0","1183.0","4780.0","4669.0","2032.0","561.0","1027.0","4612.0"
"2011-11-11","5614.0","207.0","1562.0","737.0","3921.0","3775.0","1721.0","451.0","709.0","3667.0"
"2011-11-12","4293.0","138.0","1358.0","602.0","3274.0","3450.0","1599.0","424.0","507.0","3119.0"
"2011-11-13","5523.0","208.0","1686.0","817.0","3983.0","3765.0","1709.0","441.0","668.0","3622.0"
"2011-11-14","7378.0","302.0","2379.0","1050.0","5102.0","5139.0","1940.0","591.0","916.0","4777.0"
"2011-11-15","7376.0","280.0","2239.0","1023.0","5243.0","4760.0","1891.0","624.0","901.0","4544.0"
"2011-11-16","7029.0","283.0","2275.0","1040.0","5282.0","4548.0","1810.0","579.0","831.0","4620.0"
"2011-11-17","7301.0","249.0","2098.0","915.0","4862.0","4884.0","1737.0","579.0","755.0","4759.0"
"2011-11-18","5599.0","194.0","1782.0","804.0","3882.0","3819.0","1600.0","428.0","695.0","4072.0"
"2011-11-19","4423.0","146.0","1345.0","605.0","3427.0","3485.0","1443.0","325.0","462.0","3283.0"
"2011-11-20","5028.0","194.0","1577.0","768.0","3675.0","3454.0","1485.0","426.0","559.0","3307.0"
"2011-11-21","6784.0","278.0","2076.0","1028.0","4464.0","4246.0","1707.0","512.0","835.0","4529.0"
"2011-11-22","7050.0","280.0","1918.0","947.0","4867.0","4604.0","1872.0","483.0","811.0","4722.0"
"2011-11-23","5972.0","270.0","1692.0","725.0","4166.0","4282.0","1600.0","469.0","755.0","4163.0"
"2011-11-24","5362.0","209.0","1418.0","722.0","3991.0","3627.0","1516.0","433.0","628.0","3479.0"
"2011-11-25","4542.0","197.0","1292.0","602.0","3392.0","3260.0","1490.0","362.0","500.0","3153.0"
"2011-11-26","4226.0","183.0","1264.0","560.0","3193.0","3252.0","1590.0","375.0","485.0","3127.0"
"2011-11-27","5083.0","190.0","1512.0","714.0","3603.0","3437.0","1587.0","381.0","542.0","3361.0"
"2011-11-28","7003.0","339.0","2051.0","1005.0","4904.0","4455.0","2162.0","525.0","799.0","4616.0"
"2011-11-29","7071.0","274.0","2142.0","946.0","4726.0","4561.0","2020.0","521.0","832.0","4645.0"
"2011-11-30","6869.0","341.0","2104.0","984.0","4420.0","4322.0","1909.0","531.0","822.0","4608.0"
"2011-12-01","7042.0","341.0","2054.0","1035.0","4490.0","4253.0","1815.0","571.0","863.0","4418.0"
"2011-12-02","5630.0","231.0","1764.0","762.0","3938.0","3859.0","1565.0","425.0","743.0","4098.0"
"2011-12-03","4103.0","165.0","1227.0","559.0","3478.0","3270.0","1370.0","342.0","461.0","3248.0"
"2011-12-04","5293.0","219.0","1532.0","692.0","3923.0","3854.0","1536.0","486.0","709.0","4066.0"
"2011-12-05","7142.0","283.0","2063.0","1062.0","4610.0","4326.0","1674.0","497.0","817.0","4970.0"
"2011-12-06","6945.0","259.0","2225.0","963.0","4869.0","4482.0","1731.0","566.0","801.0","4495.0"
"2011-12-07","6844.0","279.0","2203.0","1071.0","4667.0","4548.0","1770.0","595.0","845.0","4679.0"
"2011-12-08","6663.0","257.0","1939.0","944.0","4405.0","4420.0","1680.0","493.0","728.0","4664.0"
"2011-12-09","5522.0","229.0","1642.0","814.0","4688.0","3709.0","1647.0","482.0","655.0","4013.0"
"2011-12-10","4128.0","166.0","1233.0","536.0","3539.0","3364.0","1335.0","323.0","463.0","3318.0"
"2011-12-11","4852.0","174.0","1515.0","677.0","4154.0","3640.0","1453.0","344.0","542.0","3667.0"
"2011-12-12","6503.0","285.0","1980.0","968.0","4777.0","4440.0","1640.0","521.0","663.0","4434.0"
"2011-12-13","6983.0","262.0","2031.0","994.0","4986.0","4540.0","1673.0","496.0","781.0","4436.0"
"2011-12-14","6498.0","280.0","1753.0","872.0","4408.0","4094.0","1682.0","429.0","691.0","4491.0"
"2011-12-15","6041.0","218.0","1696.0","767.0","4252.0","4197.0","1630.0","465.0","582.0","15582.0"
"2011-12-16","4707.0","166.0","1283.0","565.0","3510.0","3273.0","1362.0","314.0","511.0","6077.0"
"2011-12-17","3619.0","107.0","932.0","342.0","3020.0","2814.0","1125.0","232.0","364.0","6808.0"
"2011-12-18","4005.0","154.0","1008.0","470.0","3409.0","2997.0","1296.0","285.0","402.0","4449.0"
"2011-12-19","4733.0","202.0","1279.0","556.0","4304.0","3596.0","1495.0","355.0","482.0","4576.0"
"2011-12-20","5650.0","187.0","1174.0","467.0","3977.0","3614.0","1426.0","361.0","567.0","4183.0"
"2011-12-21","4460.0","228.0","1061.0","474.0","3791.0","3346.0","1307.0","329.0","453.0","4160.0"
"2011-12-22","4020.0","167.0","895.0","388.0","3450.0","3212.0","1295.0","301.0","366.0","3979.0"
"2011-12-23","185.0","8.0","38.0","9.0","194.0","177.0","83.0","17.0","16.0","266.0"
"2011-12-24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-12-25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-12-26","1268.0","70.0","279.0","91.0","1248.0","1014.0","426.0","82.0","107.0","1185.0"
"2011-12-27","4210.0","159.0","865.0","348.0","3976.0","3382.0","1267.0","251.0","341.0","3431.0"
"2011-12-28","3760.0","206.0","820.0","338.0","4113.0","3323.0","1282.0","279.0","364.0","3867.0"
"2011-12-29","3980.0","204.0","929.0","364.0","3950.0","3303.0","1282.0","283.0","374.0","3748.0"
"2011-12-30","3899.0","178.0","861.0","344.0","3684.0","3130.0","1521.0","259.0","357.0","3483.0"
"2011-12-31","3122.0","159.0","667.0","304.0","3244.0","2677.0","1349.0","214.0","224.0","2853.0"
"2012-01-01","3105.0","144.0","661.0","247.0","3030.0","2514.0","1219.0","161.0","246.0","2485.0"
"2012-01-02","4945.0","184.0","1113.0","429.0","4176.0","3840.0","1704.0","272.0","365.0","3800.0"
"2012-01-03","5215.0","227.0","1255.0","464.0","4674.0","4123.0","1787.0","337.0","485.0","4411.0"
"2012-01-04","5845.0","224.0","1542.0","564.0","4805.0","4307.0","1636.0","429.0","507.0","5085.0"
"2012-01-05","5881.0","233.0","1709.0","537.0","4723.0","4168.0","1649.0","411.0","582.0","4464.0"
"2012-01-06","5310.0","214.0","1472.0","516.0","4330.0","3897.0","1545.0","337.0","501.0","4011.0"
"2012-01-07","4131.0","161.0","1149.0","376.0","3675.0","3334.0","1404.0","303.0","330.0","3383.0"
"2012-01-08","5013.0","172.0","1532.0","500.0","3933.0","3704.0","1508.0","429.0","452.0","3663.0"
"2012-01-09","6377.0","235.0","1799.0","646.0","5070.0","4415.0","2011.0","447.0","551.0","4644.0"
"2012-01-10","6783.0","236.0","1836.0","650.0","4824.0","4197.0","1699.0","404.0","549.0","4462.0"
"2012-01-11","6796.0","286.0","1935.0","715.0","4879.0","4612.0","1939.0","457.0","675.0","5934.0"
"2012-01-12","6574.0","264.0","1946.0","785.0","5034.0","4526.0","1837.0","441.0","624.0","5400.0"
"2012-01-13","5612.0","216.0","1609.0","627.0","4158.0","4151.0","1745.0","399.0","542.0","4804.0"
